,id,pop,phage,immune,susceptible,richness,phageRichness,pS,b,a,c,f,beta,adsp,d,m,l,popinit,phageinit,nodf,Q,m_final,m_diff
120,0019da68-2c25-11ec-a5b6-fbfaf7786e70,188385.0838015255,835815.661624372,89674.482886825,98710.6009147005,14,1077,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,1e-07,0.9,100000.0,10000000.0,62.21285,0.3138242,3.8961063937086045e-07,2.8961063937086046e-07
121,001ac298-2c25-11ec-a5b6-fbfaf7786e70,187786.38106888812,1038178.3160679609,83411.10365583237,104375.27741305575,9,942,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,1e-07,0.9,100000.0,10000000.0,62.2979,0.3244371,1e-06,9e-07
122,001b9452-2c25-11ec-a5b6-fbfaf7786e70,184879.05209030025,1406186.4504840374,89940.30179670334,94938.75029359691,16,1672,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,1e-07,0.9,100000.0,10000000.0,62.37977,0.3346945,1e-06,9e-07
123,001c6404-2c25-11ec-a5b6-fbfaf7786e70,188855.60284612648,903529.3668458487,79884.07986830798,108971.5229778185,11,1068,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,1e-07,0.9,100000.0,10000000.0,57.99358,0.3572479,9.999999999999997e-07,8.999999999999997e-07
124,001d3280-2c25-11ec-a5b6-fbfaf7786e70,187097.28168576845,1126709.017576614,75025.66209761848,112071.61958814997,10,1100,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,1e-07,0.9,100000.0,10000000.0,68.26081,0.244893,1.0000000000000002e-06,9.000000000000002e-07
125,001dff4e-2c25-11ec-a5b6-fbfaf7786e70,187898.6925090055,1024449.2589994897,84498.48767442616,103400.20483457933,9,1016,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,1e-07,0.9,100000.0,10000000.0,62.64949,0.4045333,1e-06,9e-07
126,001ed1da-2c25-11ec-a5b6-fbfaf7786e70,188252.53117995622,977439.5884157814,83928.76438649418,104323.76679346204,15,938,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,1e-07,0.9,100000.0,10000000.0,66.12332,0.3774121,9.999999999999995e-07,8.999999999999995e-07
127,001fa132-2c25-11ec-a5b6-fbfaf7786e70,187991.994428254,1011142.4859074191,84520.21120299757,103471.78322525643,14,912,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,1e-07,0.9,100000.0,10000000.0,56.23937,0.473894,9.999999999999879e-07,8.999999999999879e-07
128,00206dec-2c25-11ec-a5b6-fbfaf7786e70,187699.1090937288,1055524.4466643783,81252.97493542208,106446.13415830671,16,960,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,1e-07,0.9,100000.0,10000000.0,58.89628,0.3348362,9.999999999999997e-07,8.999999999999997e-07
129,002136fa-2c25-11ec-a5b6-fbfaf7786e70,188025.06451718695,1006189.4793582303,86472.03969584008,101553.02482134687,10,812,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,1e-07,0.9,100000.0,10000000.0,52.27083,0.3562128,9.998296604776567e-07,8.998296604776567e-07
130,00220508-2c25-11ec-a5b6-fbfaf7786e70,188064.82659415863,1000290.1720459872,84230.51313708203,103834.3134570766,14,999,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,1e-07,0.9,100000.0,10000000.0,60.29154,0.3650639,1.0000000000000002e-06,9.000000000000002e-07
131,0022cccc-2c25-11ec-a5b6-fbfaf7786e70,188095.33042997948,991586.7431985768,86560.6116550744,101534.71877490508,20,1110,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,1e-07,0.9,100000.0,10000000.0,63.80595,0.3204967,9.999999596779911e-07,8.999999596779911e-07
132,0023997c-2c25-11ec-a5b6-fbfaf7786e70,186805.837330181,1172776.2040590872,89957.08403014706,96848.75330003395,13,854,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,1e-07,0.9,100000.0,10000000.0,67.14147,0.2889677,1.2510159048403227e-07,2.510159048403227e-08
133,00245f42-2c25-11ec-a5b6-fbfaf7786e70,187482.7481132914,1040713.4454721679,80452.49617764226,107030.25193564914,14,1169,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,1e-07,0.9,100000.0,10000000.0,67.20223,0.3303644,1e-06,9e-07
134,0025274c-2c25-11ec-a5b6-fbfaf7786e70,187573.189763782,1071455.747567264,86876.91464595235,100696.27511782965,13,980,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,1e-07,0.9,100000.0,10000000.0,65.72961,0.4543274,1.0000000000000002e-06,9.000000000000002e-07
135,0025ec04-2c25-11ec-a5b6-fbfaf7786e70,188693.69631093252,910076.3883277607,85664.6027615249,103029.09354940761,14,634,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,1e-07,0.9,100000.0,10000000.0,62.93283,0.42288,3.942680334960277e-07,2.942680334960277e-07
136,0026b1de-2c25-11ec-a5b6-fbfaf7786e70,188196.62709927166,978823.0474996306,86936.71273469311,101259.91436457855,6,876,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,1e-07,0.9,100000.0,10000000.0,50.97862,0.4031608,7.749396015797053e-07,6.749396015797053e-07
137,00277560-2c25-11ec-a5b6-fbfaf7786e70,176310.3232965958,1997440.6223268674,121565.06904717891,54745.25424941689,11,1101,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,1e-07,0.9,100000.0,10000000.0,54.22271,0.496327,1e-06,9e-07
138,00283d42-2c25-11ec-a5b6-fbfaf7786e70,184468.15579570693,1422326.456292966,89254.60334546285,95213.55245024408,13,619,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,1e-07,0.9,100000.0,10000000.0,63.57351,0.3111842,1.0065251893461706e-07,6.525189346170651e-10
139,0029013c-2c25-11ec-a5b6-fbfaf7786e70,186943.49923677943,1173761.3225566999,84660.75261766984,102282.74661910959,17,1270,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,1e-07,0.9,100000.0,10000000.0,62.7791,0.2848542,1.0000000000000004e-06,9.000000000000004e-07
