,pop,phage,immune,vulnerable,richness,phageRichness,pS,b,a,c,beta,adsp,d,m,l,popinit,phageinit
233,0.0,0.0,0.0,0.0,1.0,14.0,3.7305822640620275e-07,1.2918150575087095,10258220.356180971,0.07122900117113228,185.0,7.124091935502811e-08,0.08623923603067665,2.581400403511081e-07,0.3199137932361845,210108.56437989962,1855510.7617265568
234,0.0,0.0,0.0,0.0,1.0,22.0,3.30494998465109e-09,1.1279986119862369,65173113.728769206,0.03901412938762745,57.0,2.8228858601948748e-09,0.2965308258690157,4.084617853691753e-08,0.7147048991734353,172469.9684416177,1368348.2891056037
235,8866.840742740485,0.0,0.0,8866.840742740485,1.0,4.0,1.5702363461832485e-07,1.0554216823510465,159988.68799397862,0.002440616650933295,193.0,6.239642649811778e-08,0.18510609524148952,6.672985542507024e-07,0.7362919794443625,278769.2020456377,504187.21854021825
236,0.0,0.0,0.0,0.0,1.0,5.0,4.8687131311835485e-09,1.6571334721153452,36513714.22490732,0.0027546082234576066,54.0,2.670437256059506e-09,0.09464383292602926,3.3150400310970513e-09,0.3836036400069063,161542.63914914362,1020602.2074394862
237,57708368.273192786,0.0,57708368.273192786,0.0,21.0,119.0,5.523357596344003e-07,1.7863362402017269,74365565.14318904,0.00578108713164269,122.0,1.84208710465728e-09,0.05288089855596767,2.127963027568329e-08,0.06002703809779364,738806.090878441,182382.352333372
238,0.0,0.0,0.0,0.0,1.0,137.0,1.595182679371827e-08,1.130556851082871,59285057.536007404,0.0037766303754160012,124.0,1.2095531013407317e-09,0.04876894296339768,1.701672334594405e-07,0.712312573022387,875768.2992367528,292387.2746305125
239,0.0,0.0,0.0,0.0,1.0,1.0,7.880820986605466e-09,1.518541496026094,1540171.8272466974,0.011046516740871341,147.0,1.0871838484048359e-08,0.2390899126037274,3.851830936267688e-09,0.20146722859610555,903326.0730431101,256457.21979390283
240,0.0,0.0,0.0,0.0,1.0,4.0,1.2949989005091972e-07,1.7006438363401482,432610.599069712,0.0021584116017998732,147.0,5.455647830115495e-08,0.05917289431319362,7.260129824799551e-08,0.8271412885094281,484893.336383905,319756.97611635143
241,442028.0061630907,283974.2375923509,0.0,442028.0064732593,1.0,2.0,6.855540138779522e-08,1.0891959241035838,5318377.395190216,0.07146542303301288,67.0,8.874776305111422e-09,0.2589113666836933,1.9018227740528187e-09,0.4143304012316267,283298.3717814633,760929.0086438197
242,1673472.2711019998,0.0,1673472.2711019998,0.0,2.0,79.0,7.092298872772916e-07,1.7061079839776485,2697330.862832468,0.05022549208846706,147.0,2.6595074311988984e-08,0.29022138126776337,1.5100547308010014e-07,0.9987479178603118,955867.3056070944,2076413.4203321764
243,404250.79376696836,0.0,0.0,404250.79376696836,1.0,9.0,2.8715915575208127e-09,1.1759524406881285,2297500.5177666517,0.0013627545456073788,65.0,3.678946587165274e-09,0.1516590855296158,6.454151510663089e-07,0.24381041775050172,2225528.455827237,4188666.17362214
244,0.0,0.0,0.0,0.0,1.0,2.0,1.5405954741817824e-08,1.7837716158266388,2460235.511042597,0.024099142553214315,89.0,7.703158579238355e-08,0.07132776122116664,3.089976669467829e-09,0.7677782394540281,518044.9176186538,5156159.748069684
245,4242178.890800386,0.0,4242178.890800384,0.0,5.0,2.0,4.973058493533519e-07,1.8755733081920012,4883587.511859739,0.0036857782141844772,127.0,2.877880615620678e-09,0.07814639580866936,1.3535654168667864e-09,0.7457006861612722,104473.44577638994,1763599.0912052994
246,0.0,0.0,0.0,0.0,1.0,2.0,3.894852483841714e-07,1.5814993949082046,200057.8208649445,0.0013491011145500284,117.0,1.594918081338431e-08,0.0389362407930714,3.6236261495802035e-08,0.09334166307919023,210340.7368968162,617164.4668676999
247,153.33159203954853,2441630832.1466713,95.20603231200518,0.0,14.0,2246.0,2.8073842013526597e-07,1.6128405070689644,72171182.61345582,0.001434971147987102,55.0,6.044512603178187e-09,0.042856628602144585,7.809108306596537e-07,0.4503219167144229,108226.30970080406,177042.6584505156
248,0.0,0.0,0.0,0.0,1.0,17.0,1.8810730463361584e-08,1.952520257371154,50374473.7420111,0.010207102236367132,197.0,2.707354070060596e-08,0.23814096445839905,2.929432502357094e-09,0.13930927094070678,198971.5776953055,572177.4115823429
249,23004.98592307465,545998.9682018058,0.0,23004.98592195587,1.0,1.0,9.312655207168673e-07,1.069503821827924,507586.8779015473,0.004705343357802127,195.0,9.019969540035258e-09,0.04025582893969635,1.9710858353489563e-09,0.20366321657396969,237525.18107717947,144550.33657585204
250,26825317.23083374,0.0,26825317.23083374,0.0,2.0,75.0,4.0212396325162684e-08,1.5502160628149142,48915694.52371601,0.0011721448304964851,138.0,2.611580982942791e-09,0.2723137427998961,1.8342110705508805e-08,0.3890930833687013,224423.6340588663,238667.1795232549
251,0.0,0.0,0.0,0.0,1.0,3.0,1.104885988046677e-09,1.8005250583448782,6577880.625867148,0.01213132439015919,112.0,1.23244692521881e-08,0.24486038494921775,7.1811562063183654e-09,0.2701417464853947,275069.6759843892,178793.6328173838
252,780484.0405747674,10914190.01765419,0.0,780484.0479105072,2.0,691.0,6.384985214903002e-08,1.1582910754081306,8656283.025796471,0.09858655429189465,51.0,5.049718884401819e-09,0.19706137242362662,3.5349143092616956e-07,0.8089807300384081,153338.02976985546,1391784.7398355384
253,0.0,0.0,0.0,0.0,1.0,4.0,6.425261152075136e-07,1.2501169546134538,2175581.249414997,0.01116029822021739,98.0,2.0527223097988802e-08,0.05711655263929177,1.4346755165065771e-08,0.901101263569331,6230173.364282435,1682770.5355486327
254,0.0,620.4602502454311,0.0,0.0,1.0,1.0,1.2848478010992074e-08,0.9146712929932498,618061.2938454241,0.07099148196572704,54.0,1.9504284271626817e-09,0.006272275772389546,1.4039123218041741e-09,0.3894267939807672,324399.4097711797,292266.10121750896
255,0.0,0.0,0.0,0.0,1.0,2.0,3.067482595201314e-08,1.6782171155313326,234090.059384106,0.006947758740464488,108.0,1.467022935569493e-08,0.10246776780383043,3.250216931355235e-08,0.1319527071432932,2014326.6337859542,4132758.5380105623
256,0.0,0.0,0.0,0.0,1.0,1.0,9.415097702619366e-08,1.4742173611765468,11154262.582902808,0.0680345225910623,186.0,1.2558609714394446e-08,0.21082560082785773,1.1203819880354833e-09,0.9299091548686412,1234907.6185044867,393054.4369854551
