,id,pop,phage,immune,susceptible,richness,phageRichness,pS,b,a,c,f,beta,adsp,d,m,l,popinit,phageinit,nodf,Q
10,d6d36e5e-6b17-11eb-aed6-7504bac17f24,188006.64464502782,1008834.0086586302,87027.69780482106,100978.94684020676,9,3,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,2.1778083513393678e-09,0.9,100000.0,10000000.0,14.10256,0.3611111
11,d6d480d2-6b17-11eb-aed6-7504bac17f24,187985.7829725363,1012263.2240033788,86994.38022754595,100991.40274499037,11,2,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,1.4945029844588505e-09,0.9,100000.0,10000000.0,,
12,d6d58dc4-6b17-11eb-aed6-7504bac17f24,176500.33415366113,2218887.8808001974,151345.93935589213,25154.394797768997,11,20,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,8.502104465875338e-09,0.9,100000.0,10000000.0,74.29057,0.2322531
13,d6d69098-6b17-11eb-aed6-7504bac17f24,190632.79297563084,545630.7810526467,92294.7416643383,98338.05131129254,16,55,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,5.446125461287033e-08,0.9,100000.0,10000000.0,70.34728,0.2218923
14,d6d78e26-6b17-11eb-aed6-7504bac17f24,188011.25643138654,1008241.3523315032,87009.31220629363,101001.94422509291,7,4,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,1.3007029040007004e-09,0.9,100000.0,10000000.0,,
15,d6d88a1a-6b17-11eb-aed6-7504bac17f24,188012.994108644,1007966.8778173584,87010.34430098972,101002.64980765428,8,7,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,1.5356470805330302e-08,0.9,100000.0,10000000.0,29.59184,0.3163265
16,d6d982e4-6b17-11eb-aed6-7504bac17f24,187678.3247899972,1067417.5140287662,85737.38628920156,101940.93850079563,6,57,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,4.4827692590975526e-08,0.9,100000.0,10000000.0,59.81308,0.213629
17,d6da7b5e-6b17-11eb-aed6-7504bac17f24,187943.84612902088,1018702.4654604248,86997.92735085261,100945.91877816827,9,23,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,2.453612561384862e-08,0.9,100000.0,10000000.0,58.24683,0.3912424
18,d6db7388-6b17-11eb-aed6-7504bac17f24,189272.29457491855,848273.2092804472,82053.3941112877,107218.90046363085,19,234,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,1.5453750335437966e-07,0.9,100000.0,10000000.0,78.31184,0.1391539
19,d6dc6a72-6b17-11eb-aed6-7504bac17f24,188026.47498674045,960251.0875335411,88929.05167930738,99097.42330743307,10,19,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,1.7698053550900363e-08,0.9,100000.0,10000000.0,56.71296,0.4101403
20,d6dd638c-6b17-11eb-aed6-7504bac17f24,179245.0102929029,1865469.5466628303,133347.83394022248,45897.17635268042,15,23,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,2.591156434673998e-08,0.9,100000.0,10000000.0,64.42006,0.2319342
21,d6de5ef4-6b17-11eb-aed6-7504bac17f24,187973.98213379903,1014244.7232245293,86968.95267250588,101005.02946129315,11,4,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,2.5024774071686485e-09,0.9,100000.0,10000000.0,3.278689,0.1875
22,d6df57f0-6b17-11eb-aed6-7504bac17f24,187862.37504962814,1035364.3862658385,86350.45394213544,101511.9211074927,16,375,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,3.436924939442272e-07,0.9,100000.0,10000000.0,78.26672,0.154487
23,d6e04e62-6b17-11eb-aed6-7504bac17f24,188046.19510467144,946758.112934851,95696.91562224968,92349.27948242176,18,758,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,5.484967502441893e-07,0.9,100000.0,10000000.0,74.1891,0.1976193
24,d6e14ccc-6b17-11eb-aed6-7504bac17f24,188100.77807995633,994039.9554382288,87070.09105019999,101030.68702975634,11,22,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,2.9039960153813975e-08,0.9,100000.0,10000000.0,55.99068,0.3919271
25,d6e24460-6b17-11eb-aed6-7504bac17f24,188009.98079585857,1008384.1889044463,87017.55090161569,100992.42989424289,5,3,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,5.81466791327531e-09,0.9,100000.0,10000000.0,30.76923,0.32
26,d6e33bfe-6b17-11eb-aed6-7504bac17f24,174306.7132237408,2259155.3544669123,146154.14133003078,28152.571893710025,13,841,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,6.329167111979434e-07,0.9,100000.0,10000000.0,66.34866,0.2151338
27,d6e4377a-6b17-11eb-aed6-7504bac17f24,190719.66262381044,242707.37518893703,120810.14481687504,69909.5178069354,13,112,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,7.679475951069753e-08,0.9,100000.0,10000000.0,75.1608,0.2388305
28,d6e52f2c-6b17-11eb-aed6-7504bac17f24,187690.96479943028,1048929.1743313381,88386.1670139631,99304.79778546718,14,404,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,3.946898700910874e-07,0.9,100000.0,10000000.0,73.11943,0.1932693
29,d6e625da-6b17-11eb-aed6-7504bac17f24,187976.48716560547,1013211.90340547,87069.84296039451,100906.64420521096,10,403,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,4.532324762290188e-07,0.9,100000.0,10000000.0,64.60946,0.1880827
30,d6e71cc4-6b17-11eb-aed6-7504bac17f24,187757.26129022602,1034629.27165842,89032.11757603497,98725.14371419104,13,299,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,2.216782270519269e-07,0.9,100000.0,10000000.0,82.03613,0.1183723
31,d6e813ae-6b17-11eb-aed6-7504bac17f24,187985.1197973637,1012437.2010271503,86983.19266956428,101001.92712779943,9,5,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,4.108460040981866e-09,0.9,100000.0,10000000.0,17.3913,0.3265306
32,d6e90c78-6b17-11eb-aed6-7504bac17f24,188006.23894221854,1008887.7756747118,87029.06203703098,100977.17690518756,7,1,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,3.07950582215759e-09,0.9,100000.0,10000000.0,,
33,d6ea0768-6b17-11eb-aed6-7504bac17f24,188204.0366628219,981786.7532193151,86507.83472894377,101696.20193387812,18,236,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,2.4129882963224806e-07,0.9,100000.0,10000000.0,82.04686,0.1819168
34,d6eafd3a-6b17-11eb-aed6-7504bac17f24,187698.84072203457,1056711.3788808587,86951.60709071041,100747.23363132415,12,16,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,2.8574143980005047e-08,0.9,100000.0,10000000.0,56.66667,0.3232467
35,d6ebf384-6b17-11eb-aed6-7504bac17f24,187912.9314622838,1020777.7077344025,87419.28230442632,100493.64915785748,9,660,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,6.605930000709787e-07,0.9,100000.0,10000000.0,67.78429,0.1617662
36,d6ece802-6b17-11eb-aed6-7504bac17f24,187999.46813763483,1009895.6117089177,87034.63456777022,100964.83356986461,7,3,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,2.417897831301491e-09,0.9,100000.0,10000000.0,12.5,0.25
37,d6eddece-6b17-11eb-aed6-7504bac17f24,188090.76748971367,994434.1094080092,87248.50768065007,100842.2598090636,11,107,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,9.854513853943914e-08,0.9,100000.0,10000000.0,59.08505,0.3022229
38,d6eed43c-6b17-11eb-aed6-7504bac17f24,188003.49773101226,1009284.9954261871,87033.00080737456,100970.49692363771,6,2,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,1.6232451391766323e-09,0.9,100000.0,10000000.0,12.5,0.2222222
39,d6efcdb0-6b17-11eb-aed6-7504bac17f24,187945.15975090716,1018435.5546555255,87008.0164436054,100937.14330730175,11,163,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,1.834259393836059e-07,0.9,100000.0,10000000.0,67.61095,0.2327832
40,d6f0c486-6b17-11eb-aed6-7504bac17f24,188008.2705341453,1008424.2362171438,87052.40143178207,100955.86910236323,11,5,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,2.6156836544018765e-09,0.9,100000.0,10000000.0,22.05128,0.4861111
41,d6f1ba12-6b17-11eb-aed6-7504bac17f24,187507.9265805125,1098762.0121459246,84873.40128073658,102634.52529977591,16,972,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,6.517857759204688e-07,0.9,100000.0,10000000.0,78.02163,0.1919059
42,d6f2afb2-6b17-11eb-aed6-7504bac17f24,187990.7792452222,1011311.314134884,87022.72584072173,100968.05340450046,14,7,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,9.458505701050007e-09,0.9,100000.0,10000000.0,11.16071,0.3112245
43,d6f3a4d0-6b17-11eb-aed6-7504bac17f24,188010.65840347914,1008301.8178223295,87014.24438272137,100996.41402075777,7,2,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,1.0360427739748764e-09,0.9,100000.0,10000000.0,,
44,d6f498ae-6b17-11eb-aed6-7504bac17f24,188067.96484237484,996558.2807820361,87297.91404634816,100770.05079602668,13,339,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,3.1959109148366e-07,0.9,100000.0,10000000.0,75.54335,0.1437342
45,d6f591e6-6b17-11eb-aed6-7504bac17f24,187967.74547735814,1015050.9993645027,86993.09292055618,100974.65255680196,9,43,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,6.08746531074519e-08,0.9,100000.0,10000000.0,64.71867,0.2302778
46,d6f68696-6b17-11eb-aed6-7504bac17f24,187487.66140027612,1091935.9898320502,86484.61483036235,101003.04656991377,7,24,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,2.795017738060144e-08,0.9,100000.0,10000000.0,49.77553,0.2929642
47,d6f77b32-6b17-11eb-aed6-7504bac17f24,184204.12026698218,1380465.2053158523,115457.60626029494,68746.51400668724,17,95,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,8.31938503444822e-08,0.9,100000.0,10000000.0,66.53592,0.2666039
48,d6f86f9c-6b17-11eb-aed6-7504bac17f24,188467.24784870818,914867.3789987725,90359.69986176504,98107.54798694314,13,25,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,2.7493759520290283e-08,0.9,100000.0,10000000.0,46.65218,0.3806784
49,d6f96406-6b17-11eb-aed6-7504bac17f24,187950.59829500978,1016299.9264281242,87210.48694336502,100740.11135164477,13,200,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,1.523909197616755e-07,0.9,100000.0,10000000.0,76.45281,0.2501257
50,d6fa57c6-6b17-11eb-aed6-7504bac17f24,187802.9971141561,1045615.8675827333,86149.45949576091,101653.5376183952,16,257,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,1.7666209038307217e-07,0.9,100000.0,10000000.0,65.7339,0.2200644
51,d6fb514e-6b17-11eb-aed6-7504bac17f24,187914.707820096,1022997.1976376105,87028.02251052354,100886.68530957245,11,214,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,2.176019349421206e-07,0.9,100000.0,10000000.0,76.1794,0.1924061
52,d6fc452c-6b17-11eb-aed6-7504bac17f24,188027.1693367447,1006328.4891016185,86922.23590601668,101104.93343072802,8,170,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,2.146728121569692e-07,0.9,100000.0,10000000.0,82.02374,0.1955548
53,d6fd495e-6b17-11eb-aed6-7504bac17f24,187970.10417359663,1015267.3386608608,86902.61349331579,101067.49068028084,6,12,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,9.211013404889082e-09,0.9,100000.0,10000000.0,38.58025,0.2117202
54,d6fe5f06-6b17-11eb-aed6-7504bac17f24,188002.15355055817,1009486.115672731,87033.94580241686,100968.20774814131,10,1,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,2.62861943612069e-09,0.9,100000.0,10000000.0,,
55,d7005af4-6b17-11eb-aed6-7504bac17f24,188011.32318205677,1008235.8442876588,87008.57191052623,101002.75127153055,7,14,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,2.2390987168240362e-08,0.9,100000.0,10000000.0,42.85714,0.3379501
56,d7022686-6b17-11eb-aed6-7504bac17f24,187991.11968713478,1011254.5027296284,87023.4021053025,100967.71758183227,6,9,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,1.0166312226664372e-08,0.9,100000.0,10000000.0,43.13725,0.377551
57,d703d81e-6b17-11eb-aed6-7504bac17f24,187976.4919946302,1014381.2851618862,86887.32996365556,101089.16203097464,11,10,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,5.940997806089902e-09,0.9,100000.0,10000000.0,35,0.1186264
58,d70568f0-6b17-11eb-aed6-7504bac17f24,187999.429469545,1010423.8951600728,86953.36115586707,101046.06831367793,9,4,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,4.35108904151837e-09,0.9,100000.0,10000000.0,28.57143,0.3333333
59,d706e19e-6b17-11eb-aed6-7504bac17f24,188011.31516811604,1008236.9407076983,87008.59029171441,101002.72487640163,10,4,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,1.0219717221918254e-08,0.9,100000.0,10000000.0,9.803922,0.244898
60,d708494e-6b17-11eb-aed6-7504bac17f24,188305.80620054304,938404.8369454633,90656.20663760856,97649.59956293448,9,353,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,2.556728674070552e-07,0.9,100000.0,10000000.0,71.92008,0.2170364
61,d7099f7e-6b17-11eb-aed6-7504bac17f24,186162.25257676927,1297355.5124776836,83870.17605303334,102292.07652373593,16,866,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,6.530764670738739e-07,0.9,100000.0,10000000.0,80.44974,0.2059981
62,d70ae7bc-6b17-11eb-aed6-7504bac17f24,188251.60346740804,968991.0083091776,87341.73546444214,100909.8680029659,10,10,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,1.2036011531044732e-08,0.9,100000.0,10000000.0,60.37037,0.2407407
63,d70c4d8c-6b17-11eb-aed6-7504bac17f24,178170.29598560644,1907433.4584936516,141806.55763198226,36363.73835362417,14,63,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,4.658638059448684e-08,0.9,100000.0,10000000.0,72.57845,0.2250148
64,d70d7e5a-6b17-11eb-aed6-7504bac17f24,178626.07835711713,1631791.8089997938,151887.32145866397,26738.756898453168,16,449,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,2.425504988877869e-07,0.9,100000.0,10000000.0,83.13836,0.1880184
65,d70ea438-6b17-11eb-aed6-7504bac17f24,187996.12524482844,1010012.3571154786,87096.69182171475,100899.43342311369,7,33,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,2.652088863585069e-08,0.9,100000.0,10000000.0,56.13236,0.1803633
66,d70fc0de-6b17-11eb-aed6-7504bac17f24,188010.16078599603,1008367.0644373148,87016.02600591224,100994.1347800838,9,2,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,1.2656471172091835e-09,0.9,100000.0,10000000.0,8.108108,0.25
67,d710d546-6b17-11eb-aed6-7504bac17f24,185038.81945182636,1509296.1326671226,75264.8797609387,109773.93969088767,14,260,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,2.2190384164459967e-07,0.9,100000.0,10000000.0,85.97001,0.1634896
68,d711e9d6-6b17-11eb-aed6-7504bac17f24,187951.31302716388,1019426.8499739538,86704.89271009192,101246.42031707196,11,348,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,2.9318264194413356e-07,0.9,100000.0,10000000.0,78.52769,0.187224
69,d712f696-6b17-11eb-aed6-7504bac17f24,188011.95966703718,1008209.355613926,86997.4311727253,101014.52849431189,9,1,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,1.2163318951918463e-09,0.9,100000.0,10000000.0,,
70,d713f67c-6b17-11eb-aed6-7504bac17f24,190288.62477341428,271092.1627730895,130464.88822285038,59823.7365505639,10,48,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,4.0152478438638475e-08,0.9,100000.0,10000000.0,80.79126,0.1634591
71,d714f450-6b17-11eb-aed6-7504bac17f24,189784.76034221266,800652.7086064713,76980.53747531131,112804.22286690134,18,639,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,3.217543063403024e-07,0.9,100000.0,10000000.0,77.71547,0.2374104
72,d715f3aa-6b17-11eb-aed6-7504bac17f24,187676.3414095073,863687.2832234794,106762.53766783749,80913.8037416698,17,182,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,1.4031318521081962e-07,0.9,100000.0,10000000.0,69.08097,0.2295741
73,d716f19c-6b17-11eb-aed6-7504bac17f24,184321.8233387009,1538197.0547952666,86337.91966913111,97983.90366956979,15,601,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,3.6965476691762145e-07,0.9,100000.0,10000000.0,69.07191,0.2121403
74,d717eef8-6b17-11eb-aed6-7504bac17f24,188010.0447501676,1008373.3963913051,87017.82531935762,100992.21943080999,10,6,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,7.083713970695227e-09,0.9,100000.0,10000000.0,16.66667,0.24
75,d718f1b8-6b17-11eb-aed6-7504bac17f24,182738.96067708026,1415040.5730187036,124993.49640780862,57745.46426927164,14,1294,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,7.543759244025787e-07,0.9,100000.0,10000000.0,77.23889,0.1287518
76,d719f05e-6b17-11eb-aed6-7504bac17f24,187991.5699384341,1012261.8998570851,86855.71553318278,101135.85440525133,5,884,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,9.338550167205051e-07,0.9,100000.0,10000000.0,60.0313,0.1684975
77,d71aed4c-6b17-11eb-aed6-7504bac17f24,187975.12793704905,1015222.0999142327,86788.94215109217,101186.18578595688,8,234,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,2.491280734392898e-07,0.9,100000.0,10000000.0,71.65914,0.1616004
78,d71bebc0-6b17-11eb-aed6-7504bac17f24,187972.96357870783,1015005.4802463682,86874.74541572611,101098.21816298172,10,2,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,3.7069363811540034e-09,0.9,100000.0,10000000.0,8.695652,0.3333333
79,d71ce872-6b17-11eb-aed6-7504bac17f24,188350.47184594758,949688.0353271053,87949.94429288071,100400.52755306687,9,6,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,5.026991950911075e-09,0.9,100000.0,10000000.0,26.47059,0.4049587
80,d71de510-6b17-11eb-aed6-7504bac17f24,187944.87871246724,1019163.118685505,86900.7072318048,101044.17148066244,11,16,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,2.5024119392814386e-08,0.9,100000.0,10000000.0,50.57143,0.3793572
81,d71ee78a-6b17-11eb-aed6-7504bac17f24,188011.46706655578,1008224.3090756789,87006.9135661964,101004.55350035938,8,2,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,1.5337857058883311e-09,0.9,100000.0,10000000.0,,
82,d71fe61c-6b17-11eb-aed6-7504bac17f24,188169.1213199436,982275.3618775827,87258.31497576088,100910.80634418273,15,463,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,4.284105545541027e-07,0.9,100000.0,10000000.0,72.33526,0.2907345
83,d720e79c-6b17-11eb-aed6-7504bac17f24,186820.25117411357,1006770.0023181305,119223.42028015458,67596.83089395899,11,11,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,1.7771645285047026e-08,0.9,100000.0,10000000.0,40.60606,0.3579073
84,d721e516-6b17-11eb-aed6-7504bac17f24,187991.92854488766,1011116.5029664689,87025.4791736619,100966.44937122577,8,19,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,2.9023294900389593e-08,0.9,100000.0,10000000.0,46.48241,0.4536489
85,d722e254-6b17-11eb-aed6-7504bac17f24,191046.23636551696,511112.91219596314,89329.89580889085,101716.3405566261,12,46,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,2.6923102205799583e-08,0.9,100000.0,10000000.0,77.25513,0.1701908
86,d723e05a-6b17-11eb-aed6-7504bac17f24,185635.58403756891,960004.9770530895,130102.52653456447,55533.05750300445,10,61,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,6.980558008262822e-08,0.9,100000.0,10000000.0,66.49419,0.2783304
87,d724e2a2-6b17-11eb-aed6-7504bac17f24,187985.40093046447,1012356.6474457412,86988.99549915874,100996.40543130573,9,1,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,2.256418231446773e-09,0.9,100000.0,10000000.0,,
88,d725dfa4-6b17-11eb-aed6-7504bac17f24,187985.34084295854,1012356.1510671794,86990.51604575224,100994.8247972063,10,7,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,6.561896155244236e-09,0.9,100000.0,10000000.0,19.69697,0.3055556
89,d726dc1a-6b17-11eb-aed6-7504bac17f24,187204.37162645924,1197767.2831615359,76177.58313784478,111026.78848861446,14,55,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,3.2373175383268e-08,0.9,100000.0,10000000.0,81.69809,0.1678006
90,d727d96c-6b17-11eb-aed6-7504bac17f24,187643.48563181068,1072653.5482226487,85492.10658155681,102151.37905025386,11,30,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,2.9951639661779897e-08,0.9,100000.0,10000000.0,54.63734,0.3271819
91,d728d632-6b17-11eb-aed6-7504bac17f24,188010.98313649613,1008268.1127464185,87011.70173436018,100999.28140213595,13,3,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,4.6470441434758795e-09,0.9,100000.0,10000000.0,6.790123,0.3611111
92,d729d30c-6b17-11eb-aed6-7504bac17f24,187528.12734528785,1087929.4399480557,86148.12685753881,101380.00048774904,16,522,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,3.344893644540688e-07,0.9,100000.0,10000000.0,79.44113,0.1513139
93,d72ad518-6b17-11eb-aed6-7504bac17f24,171306.27723144816,2656944.9586949395,148319.10738471267,22987.1698467355,15,917,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,5.772481011318922e-07,0.9,100000.0,10000000.0,78.97877,0.1879024
94,d72bd1f2-6b17-11eb-aed6-7504bac17f24,186377.92329891774,1000172.8739661785,121076.35260496862,65301.57069394912,13,5,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,3.605940666833521e-09,0.9,100000.0,10000000.0,10.79545,0.38
95,d72cce72-6b17-11eb-aed6-7504bac17f24,188009.93276746068,1008410.8056350879,87020.31947545803,100989.61329200264,13,1,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,1.4155186070294942e-09,0.9,100000.0,10000000.0,,
96,d72dcae8-6b17-11eb-aed6-7504bac17f24,187529.50326670456,1092351.3809936221,85398.62717139641,102130.87609530815,12,42,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,3.127579703243085e-08,0.9,100000.0,10000000.0,72.74823,0.2697128
97,d72ec722-6b17-11eb-aed6-7504bac17f24,188034.10330575457,1006110.3099530136,86793.41906496574,101240.68424078883,10,13,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,2.3116284481985948e-08,0.9,100000.0,10000000.0,44.10569,0.3295657
98,d72fc460-6b17-11eb-aed6-7504bac17f24,188143.75083723865,1002722.6142180264,84557.61185184594,103586.13898539271,18,359,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,2.244926496710287e-07,0.9,100000.0,10000000.0,72.85624,0.2113921
99,d730c874-6b17-11eb-aed6-7504bac17f24,187982.79308572694,1012496.0063143967,87029.91874338879,100952.87434233815,10,2,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,3.403513191162887e-09,0.9,100000.0,10000000.0,,
100,d731c59e-6b17-11eb-aed6-7504bac17f24,188535.3244219463,920291.902463079,88045.69196170727,100489.63246023904,11,27,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,2.034452500077937e-08,0.9,100000.0,10000000.0,67.1854,0.2585532
101,d732c188-6b17-11eb-aed6-7504bac17f24,188008.6166137524,1008559.1046032624,87023.17760928198,100985.43900447043,11,3,1e-06,1.2,1000000.0,0.01,0.0,100,1e-08,0.1,2.8509777817826864e-09,0.9,100000.0,10000000.0,5.172414,0.25
