,HostRichness,PhageRichness,time
157,1,9,158
158,1,9,159
159,1,8,160
160,1,8,161
161,1,7,162
162,1,7,163
163,1,7,164
164,1,7,165
165,1,7,166
166,1,6,167
167,1,6,168
168,1,5,169
169,1,5,170
170,1,5,171
171,1,3,172
172,1,3,173
173,1,3,174
174,1,3,175
175,1,3,176
176,1,3,177
177,1,3,178
178,1,3,179
179,1,3,180
180,1,3,181
181,1,2,182
182,1,2,183
183,1,2,184
184,1,1,185
185,1,1,186
186,1,1,187
187,1,1,188
188,1,1,189
189,1,1,190
190,1,1,191
191,1,1,192
192,1,1,193
193,1,1,194
194,1,1,195
195,1,1,196
196,1,1,197
197,1,1,198
198,1,1,199
199,1,2,200
200,1,2,201
201,1,2,202
202,1,2,203
203,1,2,204
204,1,2,205
205,1,2,206
206,1,2,207
207,1,2,208
208,1,3,209
209,1,3,210
210,1,4,211
211,1,4,212
212,1,5,213
213,1,8,214
214,1,8,215
215,1,8,216
216,1,11,217
217,1,16,218
218,1,17,219
219,1,19,220
220,1,19,221
221,1,19,222
222,1,18,223
223,1,17,224
224,1,17,225
225,1,12,226
226,1,8,227
227,1,8,228
228,1,8,229
229,1,8,230
230,1,8,231
231,1,8,232
232,1,8,233
233,1,8,234
234,1,5,235
235,1,5,236
236,1,5,237
237,1,4,238
238,1,4,239
239,1,4,240
240,1,4,241
241,1,4,242
242,1,3,243
243,1,3,244
244,1,3,245
245,1,3,246
246,1,3,247
247,1,2,248
248,1,2,249
249,1,2,250
250,1,2,251
251,1,2,252
252,1,2,253
253,1,2,254
254,1,2,255
255,1,2,256
256,1,2,257
257,1,2,258
258,1,2,259
259,1,2,260
260,1,2,261
261,1,2,262
262,1,2,263
263,1,2,264
264,1,2,265
265,1,3,266
266,1,3,267
267,1,5,268
268,1,5,269
269,1,5,270
270,1,6,271
271,1,7,272
272,1,7,273
273,1,7,274
274,1,8,275
275,1,10,276
276,1,11,277
277,1,12,278
278,1,12,279
279,1,12,280
280,1,12,281
281,1,14,282
282,1,14,283
283,1,12,284
284,1,11,285
285,1,11,286
286,1,10,287
287,1,10,288
288,1,8,289
289,1,8,290
290,1,7,291
291,1,7,292
292,1,7,293
293,1,7,294
294,1,7,295
295,1,7,296
296,1,7,297
297,1,7,298
298,1,6,299
299,1,6,300
300,1,5,301
301,1,5,302
302,1,5,303
303,1,5,304
304,1,5,305
305,1,5,306
306,1,5,307
307,1,3,308
308,1,3,309
309,1,3,310
310,1,4,311
311,1,4,312
312,1,2,313
313,1,2,314
314,1,2,315
315,1,2,316
316,1,2,317
317,1,2,318
318,1,3,319
319,1,3,320
320,1,3,321
321,1,3,322
322,1,3,323
323,1,3,324
324,1,3,325
325,1,3,326
326,1,3,327
327,1,3,328
328,1,4,329
329,1,5,330
330,1,5,331
331,1,7,332
332,1,8,333
333,1,9,334
334,1,9,335
335,1,10,336
336,1,10,337
337,1,12,338
338,1,12,339
339,1,11,340
340,1,12,341
341,1,10,342
342,1,9,343
343,1,9,344
344,1,8,345
345,1,8,346
346,1,7,347
347,1,7,348
348,1,7,349
349,1,5,350
350,1,5,351
351,1,5,352
352,1,5,353
353,1,4,354
354,1,4,355
355,1,4,356
356,1,3,357
357,1,3,358
358,1,3,359
359,1,3,360
360,1,3,361
361,1,3,362
362,1,3,363
363,1,3,364
364,1,3,365
365,1,3,366
366,1,3,367
367,1,3,368
368,1,3,369
369,1,3,370
370,1,3,371
371,1,3,372
372,1,3,373
373,1,3,374
374,1,3,375
375,1,3,376
376,1,4,377
377,1,4,378
378,1,4,379
379,1,4,380
380,1,4,381
381,1,4,382
382,1,4,383
383,1,4,384
384,1,4,385
385,1,5,386
386,1,5,387
387,1,5,388
388,1,5,389
389,1,5,390
390,1,5,391
391,1,6,392
392,1,6,393
393,1,8,394
394,1,8,395
395,1,6,396
396,1,6,397
397,1,5,398
398,1,5,399
399,1,5,400
400,1,5,401
401,1,5,402
402,1,5,403
403,1,5,404
404,1,5,405
405,1,5,406
406,1,5,407
407,1,5,408
408,1,4,409
409,1,4,410
410,1,4,411
411,1,4,412
412,1,4,413
413,1,4,414
414,1,4,415
415,1,4,416
416,1,4,417
417,1,4,418
418,1,4,419
419,1,4,420
420,1,4,421
421,1,4,422
422,1,4,423
423,1,4,424
424,1,4,425
425,1,4,426
426,1,4,427
427,1,4,428
428,1,5,429
429,1,5,430
430,1,5,431
431,1,5,432
432,1,5,433
433,1,5,434
434,1,5,435
435,1,5,436
436,1,5,437
437,1,5,438
438,1,5,439
439,1,5,440
440,1,5,441
441,1,7,442
442,1,7,443
443,1,8,444
444,1,9,445
445,1,9,446
446,1,10,447
447,1,11,448
448,1,11,449
449,1,11,450
450,1,10,451
451,1,9,452
452,1,9,453
453,1,8,454
454,1,8,455
455,1,7,456
456,1,7,457
457,1,7,458
458,1,5,459
459,1,5,460
460,1,5,461
461,1,5,462
462,1,5,463
463,1,5,464
464,1,5,465
465,1,5,466
466,1,5,467
467,1,5,468
468,1,5,469
469,1,5,470
470,1,5,471
471,1,5,472
472,1,5,473
473,1,5,474
474,1,5,475
475,1,5,476
476,1,5,477
477,1,5,478
478,1,5,479
479,1,5,480
480,1,5,481
481,1,5,482
482,1,5,483
483,1,5,484
484,1,5,485
485,1,5,486
486,1,5,487
487,1,5,488
488,1,6,489
489,1,8,490
490,1,9,491
491,1,10,492
492,1,11,493
493,1,11,494
494,1,11,495
495,1,11,496
496,1,11,497
497,1,12,498
498,1,13,499
499,1,15,500
500,1,15,501
501,1,15,502
502,1,16,503
503,1,16,504
504,1,13,505
505,1,12,506
506,1,12,507
507,1,11,508
508,1,11,509
509,1,11,510
510,1,11,511
511,1,11,512
512,1,11,513
513,1,12,514
514,1,12,515
515,1,11,516
516,1,10,517
517,1,11,518
518,1,10,519
519,1,9,520
520,1,8,521
521,1,8,522
522,1,6,523
523,1,6,524
524,1,5,525
525,1,5,526
526,1,5,527
527,1,5,528
528,1,6,529
529,1,6,530
530,1,5,531
531,1,5,532
532,1,5,533
533,1,5,534
534,1,5,535
535,1,5,536
536,1,5,537
537,1,5,538
538,1,5,539
539,1,5,540
540,1,5,541
541,1,6,542
542,1,6,543
543,1,6,544
544,1,6,545
545,1,6,546
546,1,7,547
547,1,7,548
548,1,9,549
549,1,11,550
550,1,11,551
551,1,11,552
552,1,11,553
553,1,12,554
554,1,12,555
555,1,11,556
556,1,11,557
557,1,11,558
558,1,11,559
559,1,11,560
560,1,9,561
561,1,9,562
562,1,7,563
563,1,7,564
564,1,7,565
565,1,6,566
566,1,6,567
567,1,6,568
568,1,6,569
569,1,6,570
570,1,6,571
571,1,6,572
572,1,6,573
573,1,6,574
574,1,5,575
575,1,5,576
576,1,5,577
577,1,5,578
578,1,5,579
579,1,6,580
580,1,6,581
581,1,6,582
582,1,7,583
583,1,6,584
584,1,5,585
585,1,5,586
586,1,5,587
587,1,5,588
588,1,5,589
589,1,5,590
590,1,5,591
591,1,5,592
592,1,5,593
593,1,7,594
594,1,7,595
595,1,7,596
596,1,7,597
597,1,7,598
598,1,7,599
599,1,9,600
600,1,10,601
601,1,10,602
602,1,12,603
603,1,12,604
604,1,12,605
605,1,14,606
606,1,14,607
607,1,12,608
608,1,12,609
609,1,12,610
610,1,11,611
611,1,11,612
612,1,10,613
613,1,9,614
614,1,7,615
615,1,7,616
616,1,7,617
617,1,7,618
618,1,7,619
619,1,7,620
620,1,7,621
621,1,7,622
622,1,7,623
623,1,7,624
624,1,7,625
625,1,5,626
626,1,5,627
627,1,5,628
628,1,5,629
629,1,6,630
630,1,6,631
631,1,5,632
632,1,5,633
633,1,5,634
634,1,6,635
635,1,6,636
636,1,5,637
637,1,5,638
638,1,5,639
639,1,5,640
640,1,5,641
641,1,5,642
642,1,5,643
643,1,5,644
644,1,5,645
645,1,5,646
646,1,5,647
647,1,5,648
648,1,6,649
649,1,7,650
650,1,8,651
651,1,9,652
652,1,9,653
653,1,10,654
654,1,11,655
655,1,12,656
656,1,12,657
657,1,12,658
658,1,12,659
659,1,11,660
660,1,10,661
661,1,9,662
662,1,9,663
663,1,10,664
664,1,9,665
665,1,8,666
666,1,7,667
667,1,6,668
668,1,6,669
669,1,5,670
670,1,5,671
671,1,5,672
672,1,5,673
673,1,5,674
674,1,5,675
675,1,5,676
676,1,5,677
677,1,5,678
678,1,5,679
679,1,5,680
680,1,5,681
681,1,5,682
682,1,5,683
683,1,5,684
684,1,5,685
685,1,5,686
686,1,5,687
687,1,5,688
688,1,5,689
689,1,5,690
690,1,5,691
691,1,5,692
692,1,6,693
693,1,6,694
694,1,6,695
695,1,6,696
696,1,6,697
697,1,6,698
698,1,6,699
699,1,6,700
700,1,6,701
701,1,7,702
702,1,8,703
703,1,9,704
704,1,9,705
705,1,9,706
706,1,9,707
707,1,11,708
708,1,11,709
709,1,9,710
710,1,9,711
711,1,9,712
712,1,9,713
713,1,8,714
714,1,7,715
715,1,6,716
716,1,6,717
717,1,6,718
718,1,6,719
719,1,6,720
720,1,6,721
721,1,6,722
722,1,6,723
723,1,6,724
724,1,6,725
725,1,6,726
726,1,6,727
727,1,6,728
728,1,6,729
729,1,6,730
730,1,6,731
731,1,6,732
732,1,5,733
733,1,5,734
734,1,5,735
735,1,5,736
736,1,5,737
737,1,5,738
738,1,5,739
739,1,6,740
740,1,6,741
741,1,6,742
742,1,7,743
743,1,7,744
744,1,9,745
745,1,9,746
746,1,9,747
747,1,10,748
748,1,10,749
749,1,11,750
750,1,11,751
751,1,11,752
752,1,11,753
753,1,11,754
754,1,12,755
755,1,12,756
756,1,12,757
757,1,14,758
758,1,14,759
759,1,13,760
760,1,13,761
761,1,13,762
762,1,12,763
763,1,11,764
764,1,11,765
765,1,11,766
766,1,11,767
767,1,11,768
768,1,11,769
769,1,10,770
770,1,10,771
771,1,10,772
772,1,11,773
773,1,12,774
774,1,10,775
775,1,9,776
776,1,9,777
777,1,7,778
778,1,7,779
779,1,7,780
780,1,6,781
781,1,6,782
782,1,6,783
783,1,6,784
784,1,6,785
785,1,6,786
786,1,5,787
787,1,5,788
788,1,5,789
789,1,5,790
790,1,5,791
791,1,5,792
792,1,5,793
793,1,5,794
794,1,5,795
795,1,5,796
796,1,5,797
797,1,5,798
798,1,5,799
799,1,6,800
800,1,6,801
801,1,7,802
802,1,9,803
803,1,9,804
804,1,9,805
805,1,11,806
806,1,11,807
807,1,11,808
808,1,11,809
809,1,11,810
810,1,9,811
811,1,10,812
812,1,10,813
813,1,9,814
814,1,7,815
815,1,6,816
816,1,6,817
817,1,6,818
818,1,5,819
819,1,5,820
820,1,5,821
821,1,5,822
822,1,5,823
823,1,5,824
824,1,5,825
825,1,6,826
826,1,6,827
827,1,5,828
828,1,5,829
829,1,5,830
830,1,5,831
831,1,5,832
832,1,5,833
833,1,5,834
834,1,5,835
835,1,6,836
836,1,6,837
837,1,6,838
838,1,6,839
839,1,6,840
840,1,6,841
841,1,6,842
842,1,6,843
843,1,6,844
844,1,6,845
845,1,7,846
846,1,8,847
847,1,8,848
848,1,8,849
849,1,8,850
850,1,9,851
851,1,11,852
852,1,12,853
853,1,12,854
854,1,12,855
855,1,12,856
856,1,13,857
857,1,13,858
858,1,12,859
859,1,13,860
860,1,14,861
861,1,13,862
862,1,12,863
863,1,11,864
864,1,9,865
865,1,9,866
866,1,9,867
867,1,9,868
868,1,9,869
869,1,9,870
870,1,8,871
871,1,8,872
872,1,7,873
873,1,6,874
874,1,6,875
875,1,6,876
876,1,6,877
877,1,6,878
878,1,6,879
879,1,6,880
880,1,7,881
881,1,8,882
882,1,7,883
883,1,6,884
884,1,6,885
885,1,6,886
886,1,6,887
887,1,6,888
888,1,6,889
889,1,6,890
890,1,6,891
891,1,6,892
892,1,8,893
893,1,8,894
894,1,8,895
895,1,9,896
896,1,9,897
897,1,9,898
898,1,10,899
899,1,10,900
900,1,11,901
901,1,12,902
902,1,13,903
903,1,14,904
904,1,15,905
905,1,15,906
906,1,15,907
907,1,15,908
908,1,15,909
909,1,14,910
910,1,14,911
911,1,13,912
912,1,12,913
913,1,12,914
914,1,10,915
915,1,11,916
916,1,11,917
917,1,9,918
918,1,9,919
919,1,9,920
920,1,9,921
921,1,8,922
922,1,8,923
923,1,8,924
924,1,8,925
925,1,6,926
926,1,6,927
927,1,6,928
928,1,6,929
929,1,6,930
930,1,6,931
931,1,6,932
932,1,6,933
933,1,6,934
934,1,7,935
935,1,7,936
936,1,7,937
937,1,7,938
938,1,7,939
939,1,7,940
940,1,8,941
941,1,8,942
942,1,8,943
943,1,8,944
944,1,8,945
945,1,9,946
946,1,9,947
947,1,9,948
948,1,10,949
949,1,10,950
950,1,10,951
951,1,10,952
952,1,11,953
953,1,11,954
954,1,12,955
955,1,12,956
956,1,13,957
957,1,12,958
958,1,11,959
959,1,10,960
960,1,10,961
961,1,10,962
962,1,10,963
963,1,10,964
964,1,9,965
965,1,9,966
966,1,9,967
967,1,9,968
968,1,8,969
969,1,8,970
970,1,8,971
971,1,8,972
972,1,8,973
973,1,8,974
974,1,8,975
975,1,8,976
976,1,7,977
977,1,7,978
978,1,7,979
979,1,7,980
980,1,7,981
981,1,7,982
982,1,7,983
983,1,7,984
984,1,8,985
985,1,8,986
986,1,8,987
987,1,8,988
988,1,9,989
989,1,9,990
990,1,9,991
991,1,9,992
992,1,9,993
993,1,9,994
994,1,9,995
995,1,9,996
996,1,9,997
997,1,9,998
998,1,9,999
999,1,9,1000
