,host,phage,resistant,vulnerable,time
0,100000.0,100000.0,0.0,117821.78217821782,1
1,117821.78217821782,99000.0,0.0,138586.84802818278,2
2,138586.84802818278,99597.92079207921,0.0,162669.53562134877,3
3,162669.53562134877,102060.79443433267,0.0,190445.2603360258,4
4,190445.2603360258,106796.67882310034,0.0,222267.44218398695,5
5,222267.44218398695,114422.04011212976,0.0,258433.5644673987,6
6,258433.5644673987,125870.90086759377,0.0,299136.6555868678,7
7,299136.6555868678,142561.14979737578,0.0,344397.2752367847,8
8,344397.2752367847,166685.7738279431,0.0,393967.96817444847,9
9,393967.96817444847,201686.7101395195,0.0,447197.5985421772,10
10,447197.5985421772,253032.3321868775,0.0,502834.9164116196,11
11,502834.9164116196,329571.0051449379,0.0,558734.7830199582,12
12,558735.7830199582,445763.73257181764,1.022849725756755,611413.5088241003,13
13,611414.531673826,625348.691471649,1.041027754141507,655390.0469573827,14
14,655391.0879851369,906929.7962466007,1.0551559911682482,682310.7422061075,15
15,682311.7973620986,1351196.3021961378,1.0667807606431357,680170.4811171977,16
16,680171.5478979583,2045827.8486123614,1.0787497338667227,633934.9542250844,17
17,633936.0329748183,3093624.604617395,1.0955959382897855,530947.5871469782,18
18,530948.6827429165,4549331.239061598,1.123586914151383,375646.5557309357,19
19,375648.67931784986,6268344.915216348,2.210439017519123,207512.47057241702,20
20,207514.68101143453,7760759.383475822,2.338741596245447,86181.14410575622,21
21,86183.48284735247,8434113.362995023,2.5042581012678853,30468.629749908276,22
22,30471.134008009547,8244862.883100725,2.6963823006799306,11406.630949470084,23
23,11409.327331770764,7646428.252803989,2.908774169071412,4960.299255443567,24
24,4963.208029612639,6960283.683370908,3.139917696124952,2498.6099971821195,25
25,2501.7499148782445,6295325.1826160615,3.3902629528095876,1425.0192487604304,26
26,1428.40951171324,5679916.649787782,3.6609610538752184,900.495415160645,27
27,904.1563762145204,5119209.576310586,3.9534804817266567,619.5560053700913,28
28,623.509485851818,4611437.460956955,4.269492713344135,457.7342890445389,29
29,462.0037817578831,4152839.494406923,4.610839107901174,359.1748494907254,30
30,363.78568859862656,3739266.352296369,4.979525088536945,296.69398315719565,31
31,301.6735082457326,3366548.4624530934,5.377724863907293,256.1415853938733,32
