,host,phage,resistant,vulnerable,time
0,100000.0,100000.0,0,108181.81818181818,1
1,108181.81818181818,139000.0,0,115788.26907301066,2
2,115788.26907301066,198782.63636363635,0,122464.32135597228,3
3,122464.32135597228,291686.189920217,0,127741.31682350863,4
4,127741.31682350863,437551.2122858894,0,130969.9672977515,5
5,130969.9672977515,667673.5944293987,0,131231.99215371226,6
6,131231.99215371226,1029389.6602436125,0,127267.88669469654,7
7,127267.88669469654,1588385.8158267355,0,117546.51666566386,8
8,117546.51666566386,2420087.353041445,0,100764.0706510482,9
9,100764.0706510482,3571996.5482402868,0,77150.04131249577,10
10,77150.04131249577,4978452.3574116565,0,50291.29368488692,11
11,50291.29368488692,6362634.875027491,0,26993.50045207475,12
12,26993.50045207475,7294298.662864446,0,12368.466900265934,13
13,12368.466900265934,7529670.687464485,0,5461.560878587808,14
14,5461.560878587808,7233042.831593964,0,2589.3607268407463,15
15,2589.3607268407463,6703305.689931136,0,1367.9630730003207,16
16,1367.9630730003207,6118025.740744055,0,803.5331546166076,17
17,803.5331546166076,5547231.432398641,0,518.0850497991361,18
18,518.0850497991361,5014347.56286293,0,361.72880279255287,19
19,361.72880279255287,4525640.422604787,0,270.27134922563766,20
20,270.27134922563766,4081097.944893846,0,213.9674050226757,21
21,213.9674050226757,3678391.9638519213,0,178.0171978331751,22
22,178.0171978331751,3314409.340711,0,154.59093122487567,23
23,154.59093122487567,2985859.5129657476,0,139.32889822412494,24
24,139.32889822412494,2689533.3823745158,0,129.7036341141886,25
25,129.7036341141886,2422416.2193808933,0,124.2086319269915,26
26,124.2086319269915,2181713.208643092,0,121.93645146231107,27
27,121.93645146231107,1964869.726981535,0,122.34989863291237,28
28,122.34989863291237,1769556.7414808178,0,125.15405697877351,29
29,125.15405697877351,1593661.9421834084,0,130.22324465545412,30
30,130.22324465545412,1435273.0688529664,0,137.55938855737176,31
31,137.55938855737176,1292660.607365221,0,147.2692477250397,32
32,147.2692477250397,1164265.8528822295,0,159.5535443090136,33
33,159.5535443090136,1048679.4243199055,0,174.70432657688715,34
34,174.70432657688715,944631.3524309864,0,193.10833660137527,35
35,193.10833660137527,850976.8699909081,0,215.25536353143536,36
36,215.25536353143536,766684.4035582832,0,241.75110501554622,37
37,241.75110501554622,690824.6245594638,0,273.33448546883454,38
38,273.33448546883454,622560.4994236776,0,310.8996775808783,39
39,310.8996775808783,561138.2690248474,0,355.5233103226904,40
40,355.5233103226904,505879.28488626145,0,408.49755418586165,41
41,408.49755418586165,456172.63059976883,0,471.3699711540473,42
42,471.3699711540473,411468.46001883596,0,545.9912139091181,43
43,545.9912139091181,371271.9880099888,0,634.5718616874638,44
44,634.5718616874638,335138.0743017676,0,739.7498903866283,45
45,739.7498903866283,302666.3459110778,0,864.6704889433934,46
46,864.6704889433934,273496.8085614061,0,1013.0801443100277,47
47,1013.0801443100277,247305.9023392634,0,1189.437108131821,48
48,1189.437108131821,223802.96153156692,0,1399.04050433101,49
49,1399.04050433101,202727.0431604519,0,1648.180399589269,50
50,1648.180399589269,183844.0932334599,0,1944.3110809879688,51
51,1944.3110809879688,166944.4242422474,0,2296.249484471855,52
52,2296.249484471855,151840.4820984431,0,2714.4000787107852,53
53,2714.4000787107852,138364.88566942728,0,3211.006372846557,54
54,3211.006372846557,126368.72761958887,0,3800.4273719335483,55
55,3800.4273719335483,115720.13172723353,0,4499.43447676654,56
56,4499.43447676654,106303.06973939986,0,5327.5201744739925,57
57,5327.5201744739925,98016.45088062058,0,6307.203990912994,58
58,6307.203990912994,90773.51042809307,0,7464.3131387533,59
59,7464.3131387533,84501.54191676588,0,8828.204685322282,60
60,8828.204685322282,79142.04297600301,0,10431.8826119743,61
61,10431.8826119743,74651.38123597567,0,12311.946904944376,62
62,12311.946904944376,71002.13989716776,0,14508.293489158246,63
63,14508.293489158246,68185.38133255266,0,17063.46507533071,64
64,17063.46507533071,66214.18546710734,0,20021.536949778907,65
65,20021.536949778907,65128.999782322935,0,23426.413273219736,66
66,23426.413273219736,65005.61491474586,0,27319.415177525047,67
67,27319.415177525047,65967.01058362708,0,31736.069343516374,68
68,31736.069343516374,68200.99226102042,0,36702.06091984814,69
69,36702.06091984814,71986.60699141098,0,42228.39817782639,70
70,42228.39817782639,77734.02478480835,0,48305.93713082054,71
71,48305.93713082054,86045.2807241593,0,54899.50283253634,72
72,54899.50283253634,97807.59246496207,0,61941.8668827065,73
73,61941.8668827065,114337.8153963772,0,69327.72196021282,74
74,69327.72196021282,137607.2927873546,0,76907.44815639353,75
75,76907.44815639353,170592.56416550983,0,84479.82606581211,76
76,84479.82606581211,217820.51779264223,0,91781.92617413006,77
77,91781.92617413006,286205.519351147,0,98473.38506594527,78
78,98473.38506594527,386300.5872698384,0,104111.789130081,79
79,104111.789130081,534068.1283018301,0,108117.55593576717,80
80,108117.55593576717,753117.9784104474,0,109734.33184580535,81
81,109734.33184580535,1076788.355834907,0,108012.45820601744,82
82,108012.45820601744,1548098.3971597608,0,101888.34761642007,83
83,101888.34761642007,2212634.923203033,0,90500.86221082741,84
84,90500.86221082741,3096037.3861990483,0,73894.14548543195,85
85,73894.14548543195,4159385.8991115964,0,53950.89278601869,86
86,53950.89278601869,5249483.248099212,0,34555.348643360805,87
87,34555.348643360805,6112287.072744193,0,19665.644103057286,88
88,19665.644103057286,6535994.455570511,0,10538.080696874182,89
89,10538.080696874182,6512213.975134309,0,5722.766225428393,90
90,5722.766225428393,6197260.098385459,0,3301.876524933115,91
91,3301.876524933115,5751313.901233746,0,2056.448853923722,92
92,2056.448853923722,5269233.176015024,0,1381.3071845445982,93
93,1381.3071845445982,4795406.793479446,0,993.8028887185963,94
94,993.8028887185963,4348322.453475262,0,759.6709617317059,95
95,759.6709617317059,3934663.9600071358,0,612.235061421161,96
96,612.235061421161,3555843.9049563403,0,516.6645224142783,97
97,516.6645224142783,3210925.8734781966,0,453.86578225667796,98
98,453.86578225667796,2897962.2443541866,0,412.9229370177792,99
99,412.9229370177792,2614610.91921549,0,387.3842825734987,100
100,387.3842825734987,2358440.026784291,0,373.3542477439448,101
101,373.3542477439448,2127071.79793243,0,368.47239745652473,102
102,368.47239745652473,1918255.9591489094,0,371.3476083839922,103
103,371.3476083839922,1729893.8023764002,0,381.23636622088884,104
104,381.23636622088884,1560052.142321782,0,397.85710088426345,105
105,397.85710088426345,1406960.2543548532,0,421.28399744554275,106
106,421.28399744554275,1269007.0973900976,0,451.88918497487606,107
107,451.88918497487606,1144725.988082459,0,490.31652385809105,108
108,490.31652385809105,1032788.1065774411,0,537.4769873517142,109
109,537.4769873517142,931989.6573421737,0,594.5605228962897,110
110,594.5605228962897,841245.2142749854,0,663.0612779670735,111
111,663.0612779670735,759571.5317004551,0,744.8154282391192,112
112,744.8154282391192,686082.2266359415,0,842.0508786572472,113
113,842.0508786572472,619977.926646799,0,957.4495373763751,114
114,957.4495373763751,560538.1934757362,0,1094.2230780692528,115
115,1094.2230780692528,507114.14059488574,0,1256.2035272074627,116
116,1256.2035272074627,459121.71691508265,0,1447.9502803788948,117
117,1447.9502803788948,416035.6217925851,0,1674.8753107566458,118
118,1674.8753107566458,377383.8141999153,0,1943.3883564223302,119
119,1943.3883564223302,342742.57986202853,0,2261.063708926338,120
120,2261.063708926338,311732.1233767003,0,2636.829791456168,121
121,2636.829791456168,284012.657375291,0,3081.1818939248255,122
122,3081.1818939248255,259280.9675147391,0,3606.4170634972284,123
123,3606.4170634972284,237267.44069373925,0,4226.888020441241,124
124,4226.888020441241,217733.55482334338,0,4959.2698109224775,125
125,4959.2698109224775,200469.84257821034,0,5822.828392217417,126
126,5822.828392217417,185294.36010805194,0,6839.67409604544,127
127,6839.67409604544,172051.71667592588,0,8034.974541050869,128
128,8034.974541050869,160612.75559000284,0,9437.090725328075,129
129,9437.090725328075,150875.02510145766,0,11077.58655108655,130
130,11077.58655108655,142764.24696164808,0,12991.046093601004,131
131,12991.046093601004,136237.0904458632,0,15214.615311351008,132
132,15214.615311351008,131285.70677731434,0,17787.167313025322,133
133,17787.167313025322,127944.69756961166,0,20747.975686440575,134
134,20747.975686440575,126301.51915082752,0,24134.773054349105,135
135,24134.773054349105,126511.82139340397,0,27981.077304848004,136
136,27981.077304848004,128821.97633437211,0,32312.691090645054,137
137,32312.691090645054,133602.2093249742,0,37143.3238666952,138
138,37143.3238666952,141395.51829531015,0,42469.346013706214,139
139,42469.346013706214,152990.2741595546,0,48263.745806857085,140
140,48263.745806857085,169528.49150466724,0,54469.39016495259,141
141,54469.39016495259,192668.83445710634,0,60991.635609465426,142
142,60991.635609465426,224824.09830307076,0,67690.18847364515,143
143,67690.18847364515,269532.39692440856,0,74369.65999203571,144
144,74369.65999203571,331978.1810950438,0,80767.99334207263,145
145,80767.99334207263,419756.97480432247,0,86541.51467479226,146
146,86541.51467479226,543905.6272006822,0,91246.19224293115,147
147,91246.19224293115,720160.1068892546,0,94318.07842012054,148
148,94318.07842012054,970135.2472389725,0,95065.19806527857,149
149,95065.19806527857,1321476.2679980178,0,92702.78842036864,150
150,92702.78842036864,1804897.560988706,0,86493.27468944444,151
151,86493.27468944444,2444271.6067202697,0,76070.99464227332,152
152,76070.99464227332,3235768.6110623316,0,61957.23166510576,153
153,61957.23166510576,4118317.808405616,0,45983.69829731038,154
154,45983.69829731038,4956769.166142608,0,30963.5611175992,155
155,30963.5611175992,5577949.396150699,0,19287.738565371124,156
156,19287.738565371124,5866450.732165108,0,11606.368867178877,157
157,11606.368867178877,5834242.271661735,0,7074.101225844367,158
158,7074.101225844367,5582616.436076569,0,4507.833225082962,159
159,4507.833225082962,5217866.5196133815,0,3043.5528353897685,160
160,3043.5528353897685,4811331.230604436,0,2181.2705095331326,161
161,2181.2705095331326,4401950.497570187,0,1653.7328921739602,162
162,1653.7328921739602,4008804.4820159525,0,1319.3484376807035,163
163,1319.3484376807035,3640408.5401022634,0,1101.4681729134145,164
164,1101.4681729134145,3299902.22329739,0,957.2337177531236,165
165,957.2337177531236,2987722.2115915874,0,861.8606152412959,166
166,861.8606152412959,2702963.736207767,0,800.5849467884693,167
167,800.5849467884693,2444082.2934441697,0,764.420403393824,168
168,764.420403393824,2209261.870934312,0,747.8523254380783,169
169,747.8523254380783,1996610.8266769538,0,747.5467309920275,170
170,747.5467309920275,1804266.276429645,0,761.609402892594,171
171,761.609402892594,1630448.6374917764,0,789.153755226089,172
172,789.153755226089,1473487.4371986564,0,830.048655823165,173
173,830.048655823165,1331836.4533860753,0,884.7750748352847,174
174,884.7750748352847,1204069.704431224,0,954.3526161104998,175
175,954.3526161104998,1088882.8552160421,0,1040.312494230828,176
176,1040.312494230828,985086.5428818531,0,1144.7043589842774,177
177,1144.7043589842774,891599.3980021151,0,1270.1295362284595,178
178,1270.1295362284595,807440.4850169714,0,1419.7967168519688,179
179,1419.7967168519688,731721.651158231,0,1597.5981957527886,180
180,1597.5981957527886,663640.0764324312,0,1808.2060293395546,181
181,1808.2060293395546,602471.1967140029,0,2057.1882100424123,182
182,2057.1882100424123,547562.0980895708,0,2351.14527446657,183
183,2351.14527446657,498325.4359136479,0,2697.8677010838574,184
184,2697.8677010838574,454233.90624187794,0,3106.513979134644,185
185,3106.513979134644,414815.284241187,0,3587.8082505513844,186
186,3587.8082505513844,379648.04026541265,0,4154.25479392015,187
187,4154.25479392015,348357.547657604,0,4820.364130670415,188
188,4820.364130670415,320612.90635238244,0,5602.881930357918,189
189,5602.881930357918,296124.4233898382,0,6521.006866792948,190
190,6521.006866792948,274641.8169375024,0,7596.576793302498,191
191,7596.576793302498,255953.2469971261,0,8854.193739646118,192
192,8854.193739646118,239885.32792932654,0,10321.247049684207,193
193,10321.247049684207,226304.3518634394,0,12027.780453698933,194
194,12027.780453698933,215119.05798470145,0,14006.133367208062,195
195,14006.133367208062,206285.43571037924,0,16290.27021105851,196
196,16290.27021105851,199815.27262827507,0,18914.69429392157,197
197,18914.69429392157,195782.48498183704,0,21912.841862609996,198
198,21912.841862609996,194349.74915617844,0,25314.81516178096,199
199,25314.81516178096,195782.67530511715,0,29144.37354121265,200
200,29144.37354121265,200489.79873702273,0,33415.07195201959,201
201,33415.07195201959,209072.2518327327,0,38125.50346704894,202
202,38125.50346704894,222397.23190645088,0,43253.636835705416,203
203,43253.636835705416,241704.64025275205,0,48750.27695470777,204
204,48750.27695470777,268761.73940936395,0,54531.67706292357,205
