,HostRichness,PhageRichness,time
360,1,21,361
361,1,21,362
362,1,18,363
363,1,18,364
364,1,15,365
365,1,15,366
366,1,15,367
367,1,14,368
368,1,14,369
369,1,14,370
370,1,14,371
371,1,14,372
372,1,12,373
373,1,12,374
374,1,12,375
375,1,12,376
376,1,12,377
377,1,13,378
378,1,13,379
379,1,13,380
380,1,17,381
381,1,17,382
382,1,20,383
383,1,23,384
384,1,26,385
385,1,30,386
386,1,34,387
387,1,45,388
388,1,52,389
389,1,61,390
390,1,69,391
391,1,72,392
392,1,76,393
393,1,77,394
394,1,82,395
395,1,81,396
396,1,79,397
397,1,75,398
398,1,65,399
399,1,62,400
400,1,54,401
401,1,55,402
402,1,46,403
403,1,45,404
404,1,34,405
405,1,34,406
406,1,30,407
407,1,30,408
408,1,26,409
409,1,26,410
410,1,23,411
411,1,23,412
412,1,20,413
413,1,21,414
414,1,18,415
415,1,17,416
416,1,17,417
417,1,18,418
418,1,14,419
419,1,13,420
420,1,13,421
421,1,14,422
422,1,14,423
423,1,13,424
424,1,13,425
425,1,12,426
426,1,12,427
427,1,13,428
428,1,13,429
429,1,14,430
430,1,16,431
431,1,16,432
432,1,17,433
433,1,17,434
434,1,19,435
435,1,21,436
436,1,23,437
437,1,26,438
438,1,29,439
439,1,32,440
440,1,36,441
441,1,43,442
442,1,48,443
443,1,55,444
444,1,63,445
445,1,73,446
446,1,82,447
447,1,88,448
448,1,94,449
449,1,93,450
450,1,82,451
451,1,78,452
452,1,65,453
453,1,57,454
454,1,56,455
455,1,50,456
456,1,51,457
457,1,45,458
458,1,38,459
459,1,38,460
460,1,33,461
461,1,32,462
462,1,32,463
463,1,29,464
464,1,29,465
465,1,26,466
466,1,26,467
467,1,23,468
468,1,24,469
469,1,23,470
470,1,22,471
471,1,19,472
472,1,19,473
473,1,19,474
474,1,20,475
475,1,18,476
476,1,16,477
477,1,16,478
478,1,16,479
479,1,18,480
480,1,18,481
481,1,17,482
482,1,18,483
483,1,19,484
484,1,19,485
485,1,22,486
486,1,22,487
487,1,26,488
488,1,26,489
489,1,26,490
490,1,30,491
491,1,30,492
492,1,31,493
493,1,39,494
494,1,45,495
495,1,51,496
496,1,56,497
497,1,64,498
498,1,69,499
499,1,73,500
500,1,82,501
501,1,88,502
502,1,92,503
503,1,79,504
504,1,73,505
505,1,66,506
506,1,65,507
507,1,57,508
508,1,53,509
509,1,53,510
510,1,46,511
511,1,46,512
512,1,40,513
513,1,41,514
514,1,33,515
515,1,33,516
516,1,31,517
517,1,30,518
518,1,30,519
519,1,31,520
520,1,28,521
521,1,27,522
522,1,26,523
523,1,26,524
524,1,27,525
525,1,28,526
526,1,23,527
527,1,22,528
528,1,22,529
529,1,19,530
530,1,19,531
531,1,20,532
532,1,21,533
533,1,21,534
534,1,22,535
535,1,22,536
536,1,22,537
537,1,25,538
538,1,25,539
539,1,29,540
540,1,30,541
541,1,34,542
542,1,40,543
543,1,45,544
544,1,51,545
545,1,56,546
546,1,60,547
547,1,64,548
548,1,71,549
549,1,77,550
550,1,84,551
551,1,87,552
552,1,90,553
553,2,96,554
554,2,98,555
555,2,96,556
556,2,93,557
557,2,89,558
558,2,80,559
559,2,79,560
560,2,74,561
561,2,72,562
562,2,65,563
563,2,63,564
564,2,62,565
565,2,56,566
566,2,56,567
567,2,51,568
568,2,51,569
569,2,46,570
570,2,46,571
571,2,40,572
572,2,41,573
573,2,35,574
574,2,30,575
575,2,30,576
576,2,29,577
577,2,29,578
578,2,26,579
579,2,26,580
580,2,25,581
581,2,26,582
582,2,23,583
583,2,22,584
584,2,22,585
585,2,22,586
586,2,23,587
587,2,24,588
588,2,24,589
589,2,24,590
590,2,24,591
591,2,24,592
592,2,27,593
593,2,28,594
594,2,33,595
595,2,39,596
596,2,43,597
597,2,49,598
598,2,52,599
599,2,57,600
600,2,63,601
601,2,72,602
602,2,76,603
603,2,80,604
604,2,85,605
605,2,90,606
606,2,91,607
607,2,83,608
608,2,84,609
609,2,80,610
610,2,75,611
611,2,65,612
612,2,66,613
613,2,59,614
614,2,52,615
615,2,52,616
616,2,49,617
617,2,49,618
618,2,43,619
619,2,43,620
620,2,39,621
621,2,33,622
622,2,34,623
623,2,29,624
624,2,28,625
625,2,28,626
626,2,28,627
627,2,25,628
628,2,25,629
629,2,24,630
630,2,24,631
631,2,24,632
632,2,24,633
633,2,25,634
634,2,25,635
635,2,24,636
636,2,29,637
637,2,29,638
638,2,29,639
639,2,32,640
640,2,34,641
641,2,35,642
642,2,36,643
643,2,38,644
644,2,41,645
645,2,42,646
646,2,47,647
647,2,49,648
648,2,54,649
649,2,61,650
650,2,64,651
651,2,71,652
652,2,79,653
653,2,83,654
654,2,86,655
655,2,87,656
656,2,93,657
657,2,97,658
658,2,93,659
659,2,91,660
660,2,86,661
661,2,81,662
662,2,81,663
663,2,71,664
664,2,64,665
665,2,64,666
666,2,61,667
667,2,55,668
668,2,55,669
669,2,49,670
670,2,49,671
671,2,48,672
672,2,43,673
673,2,42,674
674,2,42,675
675,2,42,676
676,2,40,677
677,2,41,678
678,2,40,679
679,2,37,680
680,2,35,681
681,2,35,682
682,2,34,683
683,2,34,684
684,2,31,685
685,2,30,686
686,2,29,687
687,2,29,688
688,2,34,689
689,2,37,690
690,2,37,691
691,2,39,692
692,2,44,693
693,2,45,694
694,2,46,695
695,2,49,696
696,2,54,697
697,2,57,698
698,2,58,699
699,2,65,700
700,2,69,701
701,2,77,702
702,2,83,703
703,2,91,704
704,2,103,705
705,2,107,706
706,2,110,707
707,2,117,708
708,2,119,709
709,2,117,710
710,2,114,711
711,2,105,712
712,2,91,713
713,2,84,714
714,2,85,715
715,2,80,716
716,2,72,717
717,2,71,718
718,2,67,719
719,2,67,720
720,2,59,721
721,2,58,722
722,2,58,723
723,2,55,724
724,2,50,725
725,2,50,726
726,2,47,727
727,2,47,728
728,2,46,729
729,2,45,730
730,2,40,731
731,2,41,732
732,2,39,733
733,2,38,734
734,2,37,735
735,2,33,736
736,2,31,737
737,2,32,738
738,2,27,739
739,2,26,740
740,2,26,741
741,2,27,742
742,2,28,743
743,2,28,744
744,2,29,745
745,2,29,746
746,2,29,747
747,2,30,748
748,2,31,749
749,2,32,750
750,2,34,751
751,2,35,752
752,2,35,753
753,2,39,754
754,2,39,755
755,2,40,756
756,2,44,757
757,2,49,758
758,2,52,759
759,2,53,760
760,2,58,761
761,2,61,762
762,2,63,763
763,2,67,764
764,2,67,765
765,2,61,766
766,2,60,767
767,2,55,768
768,2,53,769
769,2,50,770
770,2,50,771
771,2,46,772
772,2,42,773
773,2,40,774
774,2,40,775
775,2,40,776
776,2,35,777
777,2,35,778
778,2,35,779
779,2,36,780
780,2,35,781
781,2,34,782
782,2,32,783
783,2,30,784
784,2,29,785
785,2,30,786
786,2,30,787
787,2,29,788
788,2,28,789
789,2,27,790
790,2,25,791
791,2,23,792
792,2,24,793
793,2,25,794
794,2,24,795
795,2,23,796
796,2,23,797
797,2,21,798
798,2,22,799
799,2,23,800
800,2,25,801
801,2,27,802
802,2,29,803
803,2,30,804
804,2,39,805
805,2,46,806
806,2,54,807
807,2,55,808
808,2,56,809
809,2,59,810
810,2,66,811
811,2,70,812
812,2,71,813
813,2,76,814
814,2,70,815
815,2,67,816
816,2,56,817
817,2,53,818
818,2,51,819
819,2,47,820
820,2,40,821
821,2,41,822
822,2,34,823
823,2,32,824
824,2,28,825
825,2,30,826
826,2,28,827
827,2,17,828
828,2,17,829
829,2,16,830
830,2,15,831
831,2,16,832
832,2,16,833
833,2,15,834
834,2,13,835
835,2,13,836
836,2,11,837
837,2,11,838
838,2,10,839
839,2,10,840
840,2,11,841
841,2,11,842
842,2,10,843
843,2,9,844
844,2,13,845
845,2,16,846
846,2,17,847
847,2,20,848
848,2,20,849
849,2,22,850
850,2,26,851
851,2,27,852
852,2,29,853
853,2,34,854
854,2,40,855
855,2,48,856
856,2,54,857
857,2,62,858
858,2,67,859
859,2,70,860
860,2,81,861
861,2,86,862
862,2,95,863
863,2,106,864
864,2,108,865
865,2,103,866
866,2,93,867
867,2,91,868
868,2,86,869
869,2,71,870
870,2,67,871
871,2,68,872
872,2,64,873
873,2,64,874
874,2,55,875
875,2,52,876
876,2,50,877
877,2,44,878
878,2,42,879
879,2,34,880
880,2,35,881
881,2,31,882
882,2,30,883
883,2,27,884
884,2,27,885
885,2,26,886
886,2,26,887
887,2,22,888
888,2,20,889
889,2,20,890
890,2,20,891
891,2,21,892
892,2,22,893
893,2,19,894
894,2,19,895
895,2,18,896
896,2,20,897
897,2,21,898
898,2,22,899
899,2,25,900
900,2,27,901
901,2,30,902
902,2,33,903
903,2,36,904
904,2,38,905
905,2,42,906
906,2,47,907
907,2,51,908
908,2,54,909
909,2,65,910
910,2,69,911
911,2,71,912
912,2,78,913
913,1,86,914
914,1,89,915
915,1,91,916
916,1,98,917
917,1,97,918
918,1,84,919
919,1,81,920
920,2,73,921
921,2,70,922
922,2,70,923
923,2,66,924
924,2,55,925
925,2,55,926
926,2,51,927
927,2,51,928
928,2,47,929
929,2,42,930
930,2,43,931
931,2,39,932
932,2,38,933
933,2,36,934
934,2,37,935
935,2,34,936
936,2,30,937
937,2,30,938
938,2,27,939
939,2,27,940
940,2,25,941
941,2,22,942
942,2,22,943
943,2,21,944
944,2,22,945
945,2,23,946
946,2,25,947
947,2,25,948
948,2,25,949
949,2,25,950
950,2,27,951
951,2,27,952
952,2,30,953
953,2,33,954
954,2,37,955
955,2,40,956
956,2,43,957
957,2,47,958
958,2,53,959
959,2,58,960
960,2,65,961
961,2,73,962
962,2,77,963
963,2,83,964
964,2,87,965
965,2,91,966
966,2,96,967
967,2,98,968
968,2,91,969
969,2,88,970
970,2,85,971
971,2,85,972
972,2,76,973
973,2,67,974
974,2,67,975
975,2,58,976
976,2,53,977
977,2,55,978
978,2,50,979
979,2,48,980
980,2,43,981
981,2,40,982
982,2,42,983
983,2,39,984
984,2,38,985
985,2,36,986
986,2,33,987
987,2,33,988
988,2,30,989
989,2,29,990
990,2,30,991
991,2,28,992
992,2,28,993
993,2,28,994
994,2,26,995
995,2,27,996
996,2,27,997
997,2,30,998
998,2,30,999
999,2,32,1000
