,pop,phage,immune,vulnerable,richness,phageRichness,pS,b,a,c,beta,adsp,d,m,l,popinit,phageinit
17,4155300.236672896,0.0,4155300.236672896,0.0,6.0,4.0,1e-06,1.5,10000000.0,0.05631331755514027,54.0,1.0674015318342922e-08,0.29986528921976946,8.46916394439111e-09,0.9,6261129.384990223,1159352.465502461
18,4976581.048600796,0.0,4976581.048600795,0.0,9.0,435.0,1e-06,1.5,10000000.0,0.0015612634266083459,84.0,1.7285648120261526e-08,0.16299092576829735,8.180203213479536e-07,0.9,149051.52742154416,281763.1287666647
19,4755565.55280631,11079.604494092546,4280533.94426686,474605.01849573385,38.0,10.0,1e-06,1.5,10000000.0,0.018034889234485322,62.0,1.1151234158606897e-09,0.0921603611502154,2.2745030245106155e-08,0.9,187959.89421739677,261126.41349057914
20,3528844.1382110734,0.0,3528844.1382110734,0.0,5.0,564.0,1e-06,1.5,10000000.0,0.09807705745259515,93.0,1.3015869257681045e-09,0.04606993630758708,8.988870204327561e-07,0.9,1543647.3890874502,568050.2098595725
21,4408485.833297941,0.0,4408485.833297941,0.0,3.0,1.0,1e-06,1.5,10000000.0,0.039434277780137174,105.0,8.888620815626236e-08,0.2325585404042464,2.651621734389403e-09,0.9,101139.53102200033,3461447.237062891
22,4980478.394599931,0.0,4980478.39459993,0.0,13.0,235.0,1e-06,1.5,10000000.0,0.0013014403600043092,131.0,3.857054918646038e-09,0.13650458582621347,2.2534590282891017e-07,0.9,306466.1031065893,1361544.8377400362
23,4984401.958832228,0.0,756035.4507296821,4228276.5165319685,39.0,20.0,1e-06,1.5,10000000.0,0.006776189076417726,58.0,1.077808123517675e-09,0.09294673954120154,5.27274072899353e-08,0.9,3773356.755126308,2248476.3983184556
24,4488301.935733938,0.0,4488301.935733937,0.0,5.0,859.0,1e-06,1.5,10000000.0,0.03411320428440374,147.0,1.4209354462429072e-09,0.05905548303311043,8.096444414931301e-07,0.9,328267.63906988176,186873.56365357764
25,4351598.118491407,0.0,4351598.118491407,0.0,5.0,35.0,1e-06,1.5,10000000.0,0.043226792100572946,111.0,4.159193611363834e-08,0.19618610897855512,4.352349195401321e-08,0.9,2271516.865240257,4544658.496767147
26,4455537.894776208,0.0,4455537.894776208,0.0,4.0,87.0,1e-06,1.5,10000000.0,0.03629747368157485,147.0,8.500230766660505e-08,0.09503423924591244,3.590210696228717e-07,0.9,121711.4124574127,265679.7128455281
27,4980794.11069534,0.0,4980794.11069534,0.0,12.0,3.0,1e-06,1.5,10000000.0,0.0012803926203107372,55.0,3.832331958644314e-09,0.1461904144314254,4.757348842361528e-09,0.9,2611512.7756908415,2116934.6311631934
28,0.0,0.0,0.0,0.0,1.0,6.0,1e-06,1.5,10000000.0,0.015105861808787776,72.0,8.493139277021893e-08,0.2794959112377134,4.192408515104537e-08,0.9,197680.14604140059,3168537.0314830444
29,4977569.25765634,0.0,4977569.25765634,0.0,8.0,46.0,1e-06,1.5,10000000.0,0.0014953828229106673,69.0,9.134001739409867e-09,0.1749281489286214,7.300006321144623e-08,0.9,7982855.0959191015,2612684.1985543463
30,3699443.1098817764,0.0,3699443.1098817764,0.0,9.0,5.0,1e-06,1.5,10000000.0,0.08670379267454822,146.0,2.89425639889207e-09,0.0423468975997092,4.263952002533686e-09,0.9,1348938.1986061847,1602078.3430985487
31,3501665.2894542264,0.0,3501665.2894542264,0.0,9.0,46.0,1e-06,1.5,10000000.0,0.09988898070305142,75.0,8.516754679448667e-09,0.2161555817173332,6.328868025870853e-08,0.9,3343631.5208346434,188968.12535567494
32,4971440.237414967,0.0,4971440.237414967,0.0,20.0,21.0,1e-06,1.5,10000000.0,0.0019039841723354066,171.0,5.450364137909253e-08,0.21001120052679526,7.454804309326622e-09,0.9,2193396.0963987624,588973.7210700643
33,4982213.084871188,0.0,4982213.084871188,0.0,13.0,86.0,1e-06,1.5,10000000.0,0.0011857943419208159,70.0,4.5166238046497965e-08,0.09632175679683914,1.3701705860064034e-07,0.9,5080285.207806538,106346.23661880169
34,4983130.226289561,0.0,2219248.9783621826,2763857.7058833786,30.0,167.0,1e-06,1.5,10000000.0,0.0025182231227399727,106.0,1.6962980826943725e-09,0.2799216241980371,2.812555472794738e-07,0.9,1989094.0920075076,3989985.657343323
35,4818366.3548591975,0.0,4818366.3548591975,0.0,3.0,151.0,1e-06,1.5,10000000.0,0.01210890967605353,94.0,9.132671417822291e-08,0.11676664719124516,9.971058763514976e-07,0.9,584769.8879526503,3626744.19757926
36,4954937.2453148775,0.0,4954937.2453148775,0.0,14.0,12.0,1e-06,1.5,10000000.0,0.0030041836456746965,124.0,1.2902701584670499e-09,0.10397459767413238,8.151489183226772e-09,0.9,3120430.9270817866,5036545.356237073
37,4979625.419497084,0.0,4979625.419497084,0.0,8.0,13.0,1e-06,1.5,10000000.0,0.0013583053668597394,109.0,8.324369938733888e-09,0.15143897772477116,1.602557036561487e-08,0.9,154324.42080383704,1484690.6601858186
38,4836511.811261931,0.0,4836511.811261931,0.0,2.0,1.0,1e-06,1.5,10000000.0,0.010899212582537746,95.0,1.2694094154527617e-08,0.04780350592945315,1.9907550381677193e-09,0.9,178041.15539563485,366111.05310435785
39,4703743.323556479,0.0,4703743.323556479,0.0,4.0,34.0,1e-06,1.5,10000000.0,0.01975044509623464,102.0,6.5730253598334075e-09,0.047276484105152526,8.157568343999742e-08,0.9,341689.4168279817,8440018.778825343
40,4984841.797722794,0.0,4984841.797722794,0.0,3.0,3.0,1e-06,1.5,10000000.0,0.001010546818480346,133.0,8.172397316754978e-09,0.09761478986260498,4.695466701848932e-09,0.9,104046.26473682515,8637610.287775682
41,4892836.759045005,0.0,4892836.759045005,0.0,9.0,34.0,1e-06,1.5,10000000.0,0.007144216063666279,181.0,3.761602710623849e-08,0.27544198686379545,3.617097157205905e-08,0.9,1007587.5550090809,1070826.6987586333
42,4790827.175458616,0.0,4790827.175458616,0.0,11.0,6.0,1e-06,1.5,10000000.0,0.013944854969425503,151.0,2.1656527255115983e-09,0.06365584603630886,2.4787365555198273e-09,0.9,1275145.095410296,188828.7727138393
43,4984970.14637236,0.0,4984970.14637236,0.0,9.0,1.0,1e-06,1.5,10000000.0,0.001001990241842631,123.0,6.106177738262784e-09,0.16147744665522815,1.1015729417102373e-09,0.9,1565403.5188257487,1660714.8583928898
44,4792411.111096768,0.0,4792411.111096768,0.0,6.0,16.0,1e-06,1.5,10000000.0,0.0138392592602155,192.0,2.6512612728659437e-08,0.2858342345099901,1.3156451424209478e-08,0.9,2678911.674163584,3723907.456374376
45,0.0,0.0,0.0,0.0,1.0,1.0,1e-06,1.5,10000000.0,0.00230130540920159,83.0,7.884503515998462e-08,0.22749723732570432,1.2543944810621305e-09,0.9,199633.7866993028,3941425.1529034344
46,4952067.938760026,0.0,4952067.938760026,0.0,14.0,1.0,1e-06,1.5,10000000.0,0.0031954707493314547,141.0,1.2172152653896803e-08,0.2433383854373648,1.3003029114898746e-09,0.9,5379156.357488528,155855.2839752112
47,4948371.025165808,0.0,4948371.025165808,0.0,2.0,1.0,1e-06,1.5,10000000.0,0.003441931655612651,156.0,2.10434683804299e-08,0.0850330975537705,1.5547698803633991e-09,0.9,127657.99412185603,4034259.4904435626
48,4527281.837357998,0.0,4527281.837357998,0.0,5.0,35.0,1e-06,1.5,10000000.0,0.031514544176133454,180.0,4.2007106255979035e-08,0.14158643735329757,6.70095176165023e-08,0.9,223526.84826154445,240997.07172616824
49,4982952.730680122,0.0,4982952.730680123,0.0,8.0,33.0,1e-06,1.5,10000000.0,0.0011364846213234945,92.0,1.2851962148276639e-08,0.2286590140043763,3.6593209368347913e-08,0.9,529038.6688459509,216659.00680371057
50,4728889.602490537,0.0,4728889.602490537,0.0,9.0,2.0,1e-06,1.5,10000000.0,0.018074026500630738,52.0,8.417198924151185e-09,0.23789910618171012,1.8654204465229265e-09,0.9,1846486.086698418,1500412.327042619
51,4974490.40744412,0.0,4974490.407444119,0.0,10.0,188.0,1e-06,1.5,10000000.0,0.001700639503711784,75.0,7.941444377953282e-09,0.1730279262732513,3.4471383476449653e-07,0.9,2881177.619034704,3965112.5663798554
52,4979611.987755768,0.0,4979611.987755768,0.0,4.0,2.0,1e-06,1.5,10000000.0,0.0013592008162821073,155.0,1.2393497359826619e-08,0.1693195073971697,1.4759167858175293e-09,0.9,5686549.948904241,8504740.196497157
53,4973236.6479174,0.0,4973236.6479174,0.0,10.0,17.0,1e-06,1.5,10000000.0,0.0017842234721733741,66.0,7.488583099311059e-09,0.14702908949275095,3.677866037096336e-08,0.9,457278.6721101246,7833434.637243348
54,4908761.043992111,433370688.07384115,4908761.043992111,0.0,6.0,201.0,1e-06,1.5,10000000.0,0.006082597067192588,161.0,6.139242284311338e-09,0.0008757315251426645,1.9858970863752309e-07,0.9,612433.5316584122,1244168.8048212396
55,3786859.6871940885,0.0,3786859.6871940885,0.0,5.0,366.0,1e-06,1.5,10000000.0,0.08087602085372748,89.0,2.9309741465441957e-09,0.25419273709646156,5.111385141558346e-07,0.9,6586333.416412346,779425.2575115965
56,4207657.330126755,0.0,4207657.330126755,0.0,5.0,22.0,1e-06,1.5,10000000.0,0.052822844658216336,82.0,2.400913948113603e-09,0.11576086443721167,2.3191187085777335e-08,0.9,477913.04679884313,1839850.648431757
57,3982922.144323117,0.0,3982922.144323117,0.0,4.0,488.0,1e-06,1.5,10000000.0,0.06780519037845337,162.0,1.0754324856345044e-08,0.23912861230281846,4.886046403504408e-07,0.9,112092.92596691074,139712.4627270661
58,4967496.210270273,0.0,4967496.210270273,0.0,6.0,8.0,1e-06,1.5,10000000.0,0.0021669193153151687,88.0,2.527236060816581e-08,0.08173591736184031,3.6739783129718864e-08,0.9,140949.85800743572,3090990.670475596
59,4963705.175478676,0.0,4963705.175478676,0.0,9.0,198.0,1e-06,1.5,10000000.0,0.0024196549680882418,198.0,1.6755609552644101e-09,0.07531877329610354,1.04760119959311e-07,0.9,277167.2825632038,178420.03279418004
60,4802456.412842348,0.0,4802456.412842348,0.0,5.0,387.0,1e-06,1.5,10000000.0,0.013169572477176705,144.0,1.3116296803004838e-08,0.2902194086311885,7.233723997280605e-07,0.9,162420.62414002264,4266583.293154504
61,4906408.957999377,0.0,4906408.957999377,0.0,7.0,1257.0,1e-06,1.5,10000000.0,0.006239402800041532,192.0,2.7969030207078896e-08,0.0330149530675465,8.244647325413546e-07,0.9,2393190.9535962623,162716.0440807882
62,4777919.074335505,0.0,4777919.074335505,0.0,5.0,790.0,1e-06,1.5,10000000.0,0.014805395044299612,162.0,2.8487516099501814e-09,0.06252203379186919,6.800577654255682e-07,0.9,287779.3331834244,3297896.241426501
63,4855477.076333348,0.0,4855477.076333348,0.0,8.0,108.0,1e-06,1.5,10000000.0,0.00963486157777658,175.0,1.5429151169205905e-09,0.23563033973689113,7.73937534193103e-08,0.9,3354477.7097269176,4401948.865021095
64,4535386.668252627,0.0,4535386.668252627,0.0,8.0,1.0,1e-06,1.5,10000000.0,0.030974222116491534,82.0,6.373697953474774e-08,0.04760229557122862,2.5390303766389006e-09,0.9,796414.7834255097,310351.4357518002
65,4984763.441182112,0.0,4984763.441182114,0.0,12.0,246.0,1e-06,1.5,10000000.0,0.0010157705878576385,129.0,8.784038711807878e-09,0.2466119004389254,3.808439549374825e-07,0.9,424354.9249960951,6152398.225162283
66,4932950.519661435,0.0,4932950.519661436,0.0,5.0,139.0,1e-06,1.5,10000000.0,0.004469965355904015,153.0,3.3183895648169563e-09,0.28395470854319704,1.124768203996165e-07,0.9,1028032.8148921733,854362.209667069
67,4969970.031780269,0.0,4969970.031780268,0.0,8.0,7.0,1e-06,1.5,10000000.0,0.0020019978813152995,172.0,3.750786390496737e-09,0.1013904552164074,6.155755014275932e-09,0.9,1095790.8129270019,1343239.5276603964
68,4416597.131232329,0.0,4416597.131232329,0.0,5.0,8.0,1e-06,1.5,10000000.0,0.0388935245845113,160.0,7.709856836183186e-09,0.07978713699661097,2.6208125073246477e-09,0.9,1768345.9859923217,5606696.958999617
69,4972679.611561614,0.0,4972679.611561614,0.0,2.0,3.0,1e-06,1.5,10000000.0,0.0018213592292257133,176.0,3.7367661807632093e-08,0.09561630424105305,3.440446754804204e-09,0.9,197619.8074993489,227365.5806185371
70,4942954.474948532,0.0,4942954.474948532,0.0,4.0,14.0,1e-06,1.5,10000000.0,0.0038030350034281846,89.0,5.1135277287333746e-08,0.12545254277843815,2.434654081710967e-08,0.9,1247213.722577061,3838453.625551701
71,4252024.387824552,0.0,4252024.387824552,0.0,12.0,4.0,1e-06,1.5,10000000.0,0.04986504081169649,95.0,4.148140551232568e-08,0.1042354769424912,4.29927706740871e-09,0.9,3232055.4473236636,414001.7660450465
72,4928963.540592942,0.0,4928963.540592942,0.0,12.0,26.0,1e-06,1.5,10000000.0,0.004735763960470498,183.0,1.3309635083366614e-09,0.21418252946514912,1.584927650096176e-08,0.9,5459931.908035168,828502.5249036307
73,4978519.436404895,0.0,4978519.436404895,0.0,7.0,11.0,1e-06,1.5,10000000.0,0.0014320375730070816,105.0,2.9441675868756638e-08,0.2903290408024517,3.210417688407008e-08,0.9,2584880.5817450867,6589693.852649504
