,pop,phage,immune,vulnerable,richness,phageRichness,pS,b,a,c,beta,absp,d,m,l,popinit,phageinit
906,120806.98848287352,41344023.219634876,0.0,120806.98848287352,1.0,1.0,0.0,1.7176111313933924,314213.27901432477,0.005064198055579024,167.0,7.110158184595068e-09,0.14258682845435233,0.0,0.8824083085747647,4975097.261951933,101355.53863507487
907,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.4630353946184158,18217542.06742956,0.0027464375274327316,119.0,1.2964732544687107e-08,0.08967395224867548,0.0,0.26299453950476825,6800504.007957037,125191.06524500764
908,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9191760574352577,15836327.949719284,0.0058622433251631165,191.0,2.47247626700416e-08,0.18892395006176074,0.0,0.4112833609212183,321896.50044528634,400286.00081187964
909,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.6855922192390151,503482.0704363385,0.00223796179209053,92.0,2.2593092502268414e-08,0.07278516297940595,0.0,0.13132942058779284,1875198.0878075724,1242650.9685853976
910,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0177348596913411,1207329.578913309,0.0015488783686381433,177.0,8.477230896771016e-08,0.0816942156983878,0.0,0.24247868863531952,524433.7509503302,9615933.515630828
911,22518.247025940764,29973875.641765773,0.0,22511.577932420412,1.0,1.0,0.0,1.1832720558697825,1639598.9001951057,0.002022738566239244,61.0,4.972818677220658e-09,0.006659636587120842,0.0,0.8806288824465179,544210.7965152834,264401.8267653514
912,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.9048645655004184,5664885.052916904,0.0016764824820265666,174.0,5.036965199887971e-09,0.08166280470541201,0.0,0.6725497349291104,401823.1980360749,227182.4061174581
913,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.5472113475368876,95084336.76263604,0.001030292193250267,112.0,5.923952367565721e-08,0.19225683912911704,0.0,0.6738596589847615,3374794.977923468,505471.16168095206
914,40059.68359147184,1696057.821742802,0.0,40059.75618027041,1.0,1.0,0.0,1.209745084783554,233802.0166286141,0.0013701407718840286,121.0,8.274076044597864e-09,0.039766750044381495,0.0,0.36538062166650087,369898.97222557885,188149.44027487948
915,110939.93123385317,0.0,0.0,110939.93123385317,1.0,1.0,0.0,1.318032875737047,348831.64510028705,0.031667738981263675,140.0,1.9471581024293926e-09,0.0950230401913779,0.0,0.24514954509252151,488293.6019655847,951020.7921636335
916,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.3354043339780013,4286579.977229074,0.0018746423483816442,54.0,1.6621829268022483e-08,0.17616534423363608,0.0,0.09656766146253004,465919.7556660275,219885.8806631939
917,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.7450101899322585,805027.0961495814,0.03141065216054537,110.0,5.3895231413890697e-08,0.06594808910200363,0.0,0.6540643463659208,2073201.08577235,410161.3438723636
918,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.7953288185858858,14486280.863003014,0.004727913752549285,171.0,5.943096825138013e-09,0.2603750968510128,0.0,0.4052315961600311,409752.72966970183,1864459.0379486887
919,147329.4726811935,0.0,0.0,147329.4726811935,1.0,1.0,0.0,1.2834495391558678,519773.19533750194,0.0014850791051248596,93.0,4.663480490123741e-09,0.28160839376339425,0.0,0.5405485853379299,9243353.116555912,118369.50992548873
920,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.6568515656428968,16538886.311180867,0.01472311473489957,191.0,8.954676829779616e-08,0.19063450209933852,0.0,0.379316229208561,363135.7231793102,1379521.5087737017
921,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0169429594426662,3745028.6734017353,0.01047870603701767,149.0,5.79850701490642e-08,0.17402110340688698,0.0,0.28513546939207013,1233602.3404519963,149708.0835935195
922,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.453055621107084,4852403.584402318,0.0013493767895076652,143.0,4.179044353489948e-09,0.1277521942926619,0.0,0.48616620612165695,5920455.805996647,238226.03427291365
